RA,DEC,REDSHIFT,survey,RA_BIN,DEC_BIN,LOCAL_DENSITY,NN_DISTANCE,NN_STD,CONNECTIVITY,PERSISTENCE_INDEX,EMERGENT_GROUP
81.1813439304045,0.41363993690756,0.2365103,SDSS,81,0,20,0.333817697942592,0.07638816387444272,0.7497276438470533,0.7098537108258414,0
81.0908337324878,0.389770197043796,0.1530028,SDSS,81,0,20,0.3905008022322916,0.09922443566924091,0.7191653527956354,0.7207243803890472,0
73.1566203533891,0.403315174668064,0.1210211,SDSS,73,0,2,0.8910357690518855,0.3838465652746493,0.5288107270976545,0.8097313294167566,-1
71.3172853723499,0.308881957577557,0.6424714,SDSS,71,0,2,1.2689299481146386,0.4722663082749826,0.4407363924262834,0.8408900240264621,-1
90.6898048002213,-0.125318088755045,0.6298705,SDSS,90,-1,3,0.977795484482331,0.4561562398786767,0.5056134508577566,0.816330708587004,-1
90.0901720097547,-0.0150478266971489,0.126261,SDSS,90,-1,3,0.9808116704679413,0.21491185222655915,0.5048435522210766,0.8184053372424642,-1
88.9721274478766,-0.150726829448167,0.5697345,SDSS,88,-1,1,1.2004315231313547,0.1923260758706358,0.45445631435825645,0.839260554454422,-1
87.8868395523243,-0.123869912917329,0.1495817,SDSS,87,-1,11,0.5095420285910127,0.09206699768083494,0.6624525724092539,0.7524454806965233,0
87.4335561683113,-0.186252763226156,0.2785011,SDSS,87,-1,11,0.3527415719593655,0.09334602204111442,0.7392394975720008,0.7246964300518615,0
87.5353520184452,-0.0106899586008848,0.1095455,SDSS,87,-1,11,0.33719309049155183,0.07346866867195591,0.7478351534350213,0.7217392442704558,0
87.5010359262949,-0.197174167042477,0.1195249,SDSS,87,-1,11,0.33981288232677903,0.11978896258346516,0.746372880266202,0.7219225569341626,0
87.0705260161423,-0.189387405330797,0.1815861,SDSS,87,-1,11,0.4808514648400873,0.051450081633543324,0.6752871734559732,0.7481114057162196,0
86.8341847319965,-0.168079357279681,0.5883247,SDSS,86,-1,8,0.5850059667927653,0.0831485885855454,0.6309124514045107,0.7676325735433402,0
86.3027590754632,-0.197644783639508,0.1799669,SDSS,86,-1,8,0.5329213017505848,0.17142541494338678,0.652349209876598,0.7592310945084177,0
86.1801562973864,-0.15576348427141,0.4792747,SDSS,86,-1,8,0.528768524573519,0.166731414157442,0.6541212642240724,0.7586258894381116,0
86.0358305311787,-0.106144797701418,0.2989859,SDSS,86,-1,8,0.4106104707161624,0.1315139360285127,0.7089129286643556,0.739094480527207,0
86.0206272550022,-0.168092536402181,0.1212948,SDSS,86,-1,8,0.4494339027370163,0.13071357323448596,0.6899245271630983,0.745960062360741,0
73.3527526362745,-0.12359050071333,0.6883767,SDSS,73,-1,2,0.9048664547711819,0.5255832903288007,0.5249711849853133,0.8100628905044898,-1
73.2578496822028,-0.0750941279228745,0.5488548,SDSS,73,-1,2,0.820460179674082,0.49410143955684155,0.549311658208877,0.8015042547839426,-1
72.9480394883483,-0.159505908204469,0.5943226,SDSS,72,-1,2,0.80355286606417,0.3322454015963509,0.5544611521048811,0.8008492939917898,-1
72.1193653804755,-0.0113788555750437,0.1671055,SDSS,72,-1,2,0.9876780639943016,0.1374778258188039,0.5030995804171972,0.8208542249541375,-1
90.88084778627,-0.609155072277265,0.593474,SDSS,90,-1,3,1.2889343647233342,0.509572302566925,0.4368845238255099,0.8407614775177317,-1
87.6087074993043,-0.608192782389182,0.184409,SDSS,87,-1,11,0.4435122399566224,0.13278023498199887,0.6927547770776437,0.7411955272862636,0
87.4993749084139,-0.444036536010853,0.5734205,SDSS,87,-1,11,0.5267859201537475,0.0883754113092378,0.6549706719192825,0.7551758320673054,0
87.4857945485601,-0.437006524874704,0.1075606,SDSS,87,-1,11,0.3573549743771655,0.1630751318263927,0.7367269571166223,0.7250848342602912,0
87.4932926656022,-0.435713191643098,0.1209655,SDSS,87,-1,11,0.35346369007570444,0.1626989779695621,0.7388450885919712,0.7243224535334598,0
89.9427002117242,-0.947713697920141,0.4881368,SDSS,89,-1,1,1.3947287086711313,0.366049294425727,0.4175838358554252,0.8512871738243978,-1
87.2190640326735,-0.859209018975585,0.2936296,SDSS,87,-1,11,0.5290834216126171,0.15440074811973317,0.653986555517926,0.7550396694049668,0
87.2069402509375,-0.967702487613887,0.3856471,SDSS,87,-1,11,0.5672875737880848,0.18144585684998568,0.6380449999887585,0.7605972084014543,0
86.9539044692641,-0.876871612232249,0.7574083,SDSS,86,-1,8,0.6516910266316118,0.24284661345195546,0.6054401119072236,0.775645298591405,-1
86.8342840787024,-0.997370227418804,0.6859608,SDSS,86,-1,8,0.6986737585708049,0.2974192600010139,0.5886945594787779,0.7812882918303696,-1
84.0932552783565,-0.833461512289588,0.2437971,SDSS,84,-1,1,1.9537098013710121,0.07631968610110586,0.3385572948079848,0.881993328661124,-1
119.483447786199,1.26428228879365,0.1477605,SDSS,119,1,21,0.2705643419687187,0.13189067938074095,0.7870518374933427,0.6947146721830998,0
119.502783376326,1.32316615490286,0.1486377,SDSS,119,1,21,0.29039730494178045,0.13324304289014122,0.7749551213183272,0.6990745793829909,0
119.577674912981,1.2966172920076,0.7151744,SDSS,119,1,21,0.2792508389223623,0.071062830330623,0.781707519412219,0.6970982976613715,0
119.737736912838,1.34846055071144,0.2305305,SDSS,119,1,21,0.285231289701807,0.03171605668793156,0.7780700703544302,0.6987053457518225,0
119.869125391855,1.34467453701496,0.4151396,SDSS,119,1,21,0.2203988684829913,0.05166921052003237,0.819404233996909,0.6836246576722614,0
120.150501034397,1.35494670910294,0.6831561,SDSS,120,1,24,0.24372113332248485,0.04298524661670666,0.8040387617508704,0.6855134441282263,0
120.299611820476,1.38861523369284,0.5888533,SDSS,120,1,24,0.23455762436412442,0.05404837888519877,0.810006742710826,0.6832751066265985,0
243.929286993462,-0.919464580301057,0.1145961,SDSS,243,-1,26,0.43812539601128747,0.1514596841146045,0.6953496564162972,0.7214854760852554,0
243.975757988265,-0.914182432574777,0.08673481,SDSS,243,-1,26,0.43902633075891856,0.1452705561613295,0.6949143171498583,0.7216888330468096,0
244.550137172475,-0.930551183433231,0.3960392,SDSS,244,-1,51,0.3967205233705738,0.13766909121851065,0.7159628452990684,0.6830856899379308,0
245.029705581084,-0.93311991774729,0.2450941,SDSS,245,-1,34,0.3857045426640975,0.12721290130512003,0.7216545585377399,0.7022254176981125,0
245.090805012277,-0.878529974931395,0.4189593,SDSS,245,-1,34,0.38429999656766545,0.12586070976398075,0.7223867676655877,0.7019709742823732,0
245.359371457351,-0.905392886472092,0.06565089,SDSS,245,-1,34,0.4223112728104914,0.08842844401972412,0.703080977502201,0.709224004493398,0
245.554571608624,-0.928832066192422,0.09262145,SDSS,245,-1,34,0.4947283331778414,0.1098666573213103,0.6690178929531411,0.7213697581437488,0
246.020742957894,-0.877447933024285,0.05315065,SDSS,246,-1,25,0.4319964102544648,0.03849478201551869,0.6983257729132859,0.7224938081308188,0
246.318352308932,-0.941290759426968,0.2144425,SDSS,246,-1,25,0.5220036883117396,0.07899846061631004,0.6570286311915811,0.7371109115887091,0
246.778050427174,-0.871629387134305,0.2165713,SDSS,246,-1,25,0.5368824437421257,0.13915526921845464,0.6506678530110079,0.7389607872430164,0
246.943531294828,-0.899319165100154,0.207579,SDSS,246,-1,25,0.5890863859723612,0.15738700146249548,0.6292924090392358,0.7465469675893712,0
243.021007365617,-0.494569887301748,0.06661516,SDSS,243,-1,26,0.2545778818914137,0.10662496867530377,0.7970808464217386,0.6850686288837606,0
243.297580540429,-0.494186245000682,0.145674,SDSS,243,-1,26,0.2856513653029743,0.05730471763718637,0.7778158426054655,0.6923954524206138,0
243.752659721104,-0.451697473870425,0.227604,SDSS,243,-1,26,0.2544561137475088,0.08657897430532507,0.7971582178452162,0.6851899568469799,0
245.128493328899,-0.499415435018571,0.5382954,SDSS,245,-1,34,0.35111677737593316,0.08898417187063838,0.7401284750102405,0.6958363373490657,0
245.197463022403,-0.47986280093541,0.3976909,SDSS,245,-1,34,0.31119999594288417,0.07622315504605948,0.7626601609931365,0.68779172146341,0
245.523630965605,-0.455689138668849,0.54209,SDSS,245,-1,34,0.39746715779637376,0.06298826493718343,0.7155803228870663,0.7048980234858744,0
245.736803412152,-0.426957158010331,0.4256459,SDSS,245,-1,34,0.33027579345483826,0.035497858586653615,0.7517238191660361,0.692045783854724,0
87.2108774991616,1.28246886859375,0.1389447,SDSS,87,1,4,0.5086533598097471,0.2104646242455749,0.662842788568812,0.7601184818011544,0
87.1616379492156,1.32958403467422,0.1011934,SDSS,87,1,4,0.5258187860270545,0.2160517213383404,0.6553858224565527,0.7627707289867263,0
86.5931545726643,1.42298924980259,0.1535637,SDSS,86,1,8,0.43762609423820675,0.15932589799991223,0.6955911582349905,0.743699903043766,0
