idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index,agn_count_0.5R,agn_z_median_0.5R,agn_count_1.0R,agn_z_median_1.0R,agn_count_1.5R,agn_z_median_1.5R,agn_count_2.0R,agn_z_median_2.0R,agn_count_3.0R,agn_z_median_3.0R,agn_inner_count_0.5_1.0R,agn_shell_count_0.5_1.0R,agn_inner_density_0.5_1.0R,agn_shell_density_0.5_1.0R,agn_shell_contrast_0.5_1.0R,agn_inner_count_1.0_1.5R,agn_shell_count_1.0_1.5R,agn_inner_density_1.0_1.5R,agn_shell_density_1.0_1.5R,agn_shell_contrast_1.0_1.5R,agn_inner_count_1.0_2.0R,agn_shell_count_1.0_2.0R,agn_inner_density_1.0_2.0R,agn_shell_density_1.0_2.0R,agn_shell_contrast_1.0_2.0R,agn_inner_count_1.5_3.0R,agn_shell_count_1.5_3.0R,agn_inner_density_1.5_3.0R,agn_shell_density_1.5_3.0R,agn_shell_contrast_1.5_3.0R,agn_large_count_2.0R,agn_large_density_2.0R,agn_large_count_3.0R,agn_large_density_3.0R,agn_large_count_5.0R,agn_large_density_5.0R,agn_large_count_8.0R,agn_large_density_8.0R,agn_weight_near_0.5R,agn_weight_far_0.5R,agn_weight_zmatch005_0.5R,agn_weight_zmatch010_0.5R,agn_weight_near_1.0R,agn_weight_far_1.0R,agn_weight_zmatch005_1.0R,agn_weight_zmatch010_1.0R,agn_weight_near_1.5R,agn_weight_far_1.5R,agn_weight_zmatch005_1.5R,agn_weight_zmatch010_1.5R,agn_weight_near_2.0R,agn_weight_far_2.0R,agn_weight_zmatch005_2.0R,agn_weight_zmatch010_2.0R,agn_weight_near_3.0R,agn_weight_far_3.0R,agn_weight_zmatch005_3.0R,agn_weight_zmatch010_3.0R,void_nn1_angle_deg,void_nn5_mean_angle_deg,void_nn10_mean_angle_deg,void_isolation_index,void_network_count_3R_dz0.02,void_network_weight_3R_dz0.02,void_network_count_3R_dz0.05,void_network_weight_3R_dz0.05,void_network_count_3R_dz0.1,void_network_weight_3R_dz0.1
4,4407,237.406,16.985,0.463,63.467,1.8350412982967619,4,12,16,19.325,52.17916666666667,21.55,13.625,5.337359999999997,17.420550000000002,0.4594720587378295,0.530944625407143,0.4844874570720892,94,1.8695,413,1.84,1072,1.8185,2173,1.788,5009,1.795,94,319,35.542362086077844,40.20572165056324,0.06156405990016565,413,659,39.03988175944189,49.83492896750065,0.1214635184003391,413,1760,39.03988175944189,55.456167793880326,0.17372457485828424,1072,3937,45.03713020836342,55.13407389002699,0.10079686844680456,2173,51.35209628527072,5009,52.60983796961109,12981,49.08248959993368,30817,45.51649652620765,40.54859461462157,163.691,2.1344591959996495,4.493110047893558,180.48812789522844,704.8610000000001,14.516436183195893,26.605424400943956,467.98158836012817,1828.293,33.273202361234304,63.71881512020469,942.8681410387268,3664.05,64.62581340466429,122.8716401154431,2158.3040557245604,8487.62,140.13644054775543,263.91501239280205,3.9794156519577157,5.544849436386,6.978623817357726,3.0216483092394513,3,0.2740038268800511,3,0.6921341614922688,3,1.2002126387032979
5,20571,235.861,56.008,0.457,56.705,1.6610550201892336,3,12,15,27.733333333333334,26.775000000000002,20.700000000000003,22.05,28.021140000000003,21.201179999999994,-0.017581409570401732,-0.13855421686746724,-0.05992189212437466,293,1.581,1071,1.5335,2421,1.551,4487,1.571,10440,1.599,293,778,135.21027708295992,119.67417015988944,-0.06095353047676499,1071,1350,123.55819689065707,124.59650106620877,0.00418410041840987,1071,3416,123.55819689065707,131.36470606239791,0.030623020063357785,2421,8019,124.13503254374135,137.05615117282966,0.04946996466431074,4487,129.41307876946271,10440,133.8258715155576,23096,106.58076994907991,53128,95.76913930332091,124.97276981029749,456.16499999999996,5.8452625459111704,11.10437640168664,462.91651280236886,1632.7779999999998,24.996024513972223,46.57006586057655,1036.4121758055544,3765.165,59.432214616024865,110.19586710118335,1894.0064526742658,7113.475,100.92066259230114,191.7556263561371,4371.17031081822,16775.181,221.73372345881526,424.614419997099,1.478365623801611,3.9265730587978327,5.7572897450787925,2.363903068272921,3,0.013088517048297398,3,0.22308603451009376,3,0.7265245090557391
7,2571,138.792,2.233,0.52,64.052,1.6489527630175904,5,15,20,15.540000000000001,16.78,13.700000000000001,20.200000000000003,11.8608,24.75942,0.038366336633662186,0.35222672064776367,0.1482174710385977,220,1.3335,937,1.323,2126,1.3359999999999999,3753,1.305,7395,1.311,220,717,103.01877229960574,111.91584808911715,0.04139433551198238,937,1189,109.6915791417393,111.35392751293745,0.007520389789217057,937,2816,109.6915791417393,109.88669045291279,0.0008885729518393216,2126,5269,110.61510601462716,91.38146653983544,-0.0952176526144067,3753,109.83791262511942,7395,96.18987640853338,14016,65.63232329778519,28369,51.89168237513344,103.64788765287616,311.01300000000003,5.909166126877704,13.560212849494008,433.833187746677,1322.7849999999999,37.397204499191886,72.26544217171408,988.8768662862285,2980.831,85.22132484715152,168.1178368724193,1765.0932482655626,5225.124,158.99277773209224,309.3519240594625,3466.6890341650806,10385.434000000001,321.14044522177835,616.9564584567579,1.7405346282397285,4.186072231169708,5.840751115173164,2.538624710817452,4,0.48143173288683083,4,1.032023200110666,4,1.793587426671973
10,12454,235.558,11.513,0.638,90.295,1.894618994497176,4,17,21,17.3,15.667647058823528,19.200000000000003,9.95,16.82751,16.901639999999997,-0.04951378356677526,0.0021978021978020347,-0.03141472854917321,127,2.01,510,1.8435000000000001,1048,1.841,1942,1.865,4457,1.876,127,383,45.04743482068454,45.28390429480887,0.0026178010471203748,510,538,45.224786926277794,38.166173123666574,-0.084644831986388,510,1432,45.224786926277794,42.328035868254766,-0.03308575286968234,1048,3409,41.303334813716006,44.78469096054639,0.04043949336181851,1942,43.05222363276052,4457,43.914351923838794,12960,45.96966576976943,29810,41.30364271667711,54.9689990376059,221.051,1.59783650605908,4.59323331907593,229.2297893307697,840.0260000000001,10.278493271638308,23.08056739072703,460.4423657500157,1764.787,31.214025387970622,59.3808170598123,857.0337225291223,3252.785,56.935146335204124,115.0174099689042,1931.338349417138,7600.227000000001,132.11529518266158,262.7192144832816,2.7537907834013557,4.525010718810937,6.53140711161071,2.388348650547266,4,5.727011430201952e-06,4,0.01377865907466899,4,0.21300918302060365
11,11862,176.75,5.126,0.586,80.243,1.8331094843339386,3,14,17,13.5,22.639285714285712,11.7,15.700000000000001,16.901639999999997,8.00604,0.25289060183811923,-0.3571428571428427,0.03937889119478255,83,2.0595,419,2.072,1080,1.907,2024,1.9569999999999999,5212,1.7894999999999999,83,336,31.449330329634662,42.43765056529015,0.14871794871794672,419,661,39.690570506376275,50.0915839708157,0.11584722515298466,419,1605,39.690570506376275,50.67889074203176,0.12159329140461082,1080,4132,45.46891131995373,57.98689554754594,0.12099837221920672,2024,47.93181068311789,5212,54.857399490647886,16599,62.894871583325994,34419,50.94383003650675,35.061653234364364,143.107,1.5474256070250922,3.746898494309225,183.89039854389222,708.9559999999999,6.080766429732924,15.879406338631556,472.9699140045964,1830.926,21.696956809661827,50.89200786108138,877.6434917356196,3465.546,44.9456413557014,98.94941816097109,2271.7701865451104,8723.837,125.33190706587766,263.002203418211,1.1515417235555816,3.0573760829287897,4.743793621644843,1.6678633267985197,6,0.32055826322838815,6,1.004591955723779,6,1.8275018252563247
13,1005,125.041,38.447,0.46,54.079,1.5738005182283517,4,9,13,13.275,9.244444444444444,16.1,4.699999999999999,15.493169999999997,5.78214,-0.1789811274207396,-0.45644599303133737,-0.2760938303844488,226,1.662,972,1.579,2066,1.56,3617,1.585,8459,1.575,226,746,116.17674110045145,127.82868563559998,0.04775280898876388,972,1094,124.91569950181285,112.4755351892866,-0.05240363793850144,972,2645,124.91569950181285,113.30659299804356,-0.048732242402445385,2066,6393,118.00449710596493,121.71712649216423,0.015487252799618762,3617,116.20886962398588,8459,120.78896914561439,24224,124.52501665563435,57525,115.5120822698332,94.28026604230584,367.808,4.685123968270757,9.69241114539582,410.6616578913821,1547.2730000000001,19.097144845673704,37.925190176110384,875.4391088398777,3276.8109999999997,39.06770674245693,79.53649988123172,1536.2911060817382,5769.899,68.5427599077878,138.20624395150642,3597.3409101950497,13454.262,165.84463373059117,327.2430516673057,3.174948038817757,7.188966593858107,8.288975311640566,4.567902037512515,1,5.5451599432176945e-05,1,0.019841094744370288,1,0.140858420921045
14,6886,251.844,21.969,0.495,84.756,2.29215571056868,5,16,21,13.459999999999999,27.987499999999997,11.5,17.400000000000002,13.195140000000002,9.340380000000005,0.35050364919475596,-0.17105263157893963,0.1679589509239625,242,1.922,907,1.8385,1890,1.7915,2983,1.787,5435,1.738,242,665,58.64584538944453,53.718301906309385,-0.04385334291876308,907,983,54.95018777709317,47.64369092382149,-0.07121766859572365,907,2076,54.95018777709317,41.92450930733018,-0.13445903689805985,1890,3545,50.891022858608906,31.818108647930966,-0.23060227889310625,2983,45.18092892477093,5435,36.58633720060045,17148,41.5561552371155,45493,43.065202807044166,98.57998002848186,438.15200000000004,6.2044439547008725,10.837624560368383,379.3954991629158,1564.8650000000002,24.789716009971343,45.14444720269189,796.4133505791008,3223.04,52.495686025954015,97.32456910840365,1268.4813463305175,5038.079,83.74196736027577,157.50605107064962,2370.4703240729564,8975.096000000001,164.2895296853028,306.5050788083598,1.1142887060576403,1.32079673522311,3.850730296016297,0.5762246993660157,6,0.07451094611113991,6,0.6046552417939615,6,1.6267286417800289
19,9173,212.982,39.695,0.487,50.79,1.3961372514678132,6,9,15,9.549999999999999,18.200000000000003,9.150000000000002,17.1,9.711030000000001,15.419039999999999,0.31171171171170065,0.22713864306783751,0.28211113768634855,93,1.5,570,1.5830000000000002,1478,1.583,2817,1.5855000000000001,6658,1.58,93,477,60.748678814117625,103.8606444241366,0.2619047619047604,570,908,93.08265302163184,118.6232265875673,0.12064177722924961,570,2247,93.08265302163184,122.313872128425,0.13570887035632995,1478,5180,107.27186055826266,125.31985514023468,0.07759517370501318,2817,115.00606735172671,6658,120.80785649474167,20064,131.0603754544576,47799,121.96430185803126,42.26330543590177,143.228,1.3821960135190428,3.52126728284256,240.41551673616655,930.653,10.2717606221138,19.983301453631164,623.6171254856956,2377.066,31.178280148444166,62.23407609831295,1187.924497173726,4519.3,52.70063021016034,108.95267774767237,2811.160475318045,10687.665,132.32884476062875,264.7737357286088,3.1893963925025597,4.598294881706138,5.8644726179236875,3.2935836909075227,2,0.010577334477451305,2,0.17207758667851444,2,0.5027830677564398
20,18077,215.769,18.882,0.649,85.851,1.770840821601036,3,12,15,10.116666666666667,10.9,4.050000000000001,5.9,8.59908,12.379710000000001,0.037272006344169516,0.18021201413426702,0.08730100907070364,122,1.83,479,1.573,1035,1.736,1836,1.731,4622,1.815,122,357,49.5348554122094,48.31678519715508,-0.012448132780082818,479,556,48.62130275091865,45.14980263801381,-0.037021000216496715,479,1357,48.62130275091865,45.91448005079793,-0.028632784538295968,1035,3587,46.692691577082634,53.94096125185037,0.07202630005977209,1836,46.591185725828105,4622,52.128893833158436,13325,54.10261871866313,33809,53.62205195412999,53.02379943035879,203.202,3.0893089236279008,6.599136276337428,221.44222541429227,752.2280000000001,13.679223190924152,29.568429609470805,468.251476088611,1702.3539999999998,26.303824519960152,58.28877884201379,822.1691554693903,3005.794,54.611487462733024,114.58746626309443,2004.3434487955399,7820.9130000000005,121.70139707099429,257.5867417996402,4.046649486015865,4.665280268416202,5.403676610440092,2.634500069969947,4,2.4250585462727386e-08,4,0.0018897280431842882,4,0.0851184271840111
22,17290,144.126,28.605,0.572,73.406,1.7179653253616274,3,8,11,3.133333333333334,6.925,3.6000000000000014,6.1000000000000005,2.372160000000002,12.009059999999998,0.37696768848380663,0.6701030927834584,0.4795650799886847,282,1.608,1056,1.5870000000000002,2369,1.571,4293,1.573,9167,1.59,282,774,121.655133318221,111.30150495071284,-0.04444444444444423,1056,1313,113.88991204258987,113.28595038781852,-0.002658564375237553,1056,3237,113.88991204258987,116.37046883897204,0.010772833723653388,2369,6798,113.55437778993912,108.61723092950699,-0.022222222222222126,4293,115.7503296398765,9167,109.85151764461502,23381,100.86591035862855,57749,97.3163549145881,118.40343589162802,451.361,5.313174276499,11.503207516930448,442.5458158785357,1707.6100000000001,25.969543247132066,48.81473788596866,996.4838025670571,3783.2,62.173484198601344,115.76101852290171,1814.9923670794078,6833.360999999999,109.97707541381482,208.7803366832186,3852.0927226905505,14740.318000000001,224.11601372414114,430.5693100376911,3.625843165899974,4.628580667754522,5.340474538205269,2.694222403340721,3,0.022669459426982404,3,0.3250788565689572,3,0.8337390296180971
25,21371,163.626,49.028,0.459,58.772,1.714101945280717,3,8,11,16.833333333333332,8.8375,12.7,8.95,3.558239999999998,7.19061,-0.3114754098360534,0.3379310344827275,-0.08418315432448008,305,1.5245,1187,1.584,2767,1.56,4934,1.559,10982,1.538,305,882,132.17114807427072,127.40431978306754,-0.01836393989983289,1187,1580,128.59602685586833,136.93797636547393,0.03141574867401044,1187,3747,128.59602685586833,135.31292126620014,0.025451559934318503,2767,8215,133.23044325009366,131.85014953614257,-0.005207071930249409,4934,133.63369766361717,10982,132.19522296463035,30566,132.45715777174294,76178,128.9515076588345,128.77013822579013,485.71400000000006,4.165496591879926,9.01783708464482,492.67944511297014,1933.827,17.731062738080013,36.56802210715019,1162.327124171898,4430.246,53.159434576605214,100.37529849063294,2070.3280350332416,7891.027,89.35024426596573,173.01635588515938,4655.576209965269,17278.025999999998,224.3103229607664,429.94601243873353,2.3607674119664015,3.2788176257383674,4.116572227336727,1.9128486696860294,9,0.07950861648550264,9,0.933282604029031,9,2.5924817268449645
26,17711,223.573,20.632,0.512,54.131,1.4153210065085877,4,8,12,11.174999999999999,4.9125,9.899999999999999,3.1500000000000004,14.677739999999996,2.0015100000000006,-0.3892773892773651,-0.7599999999999545,-0.5190303030302714,71,1.66,296,1.678,679,1.5910000000000002,1212,1.7445,2623,1.7160000000000002,71,225,45.12929635176123,47.67179192087454,0.027397260273972282,296,383,47.036168028596215,48.68879014851987,0.01726427622841953,296,916,47.036168028596215,48.51929044391231,0.015521064301551937,679,1944,47.9542914285538,45.764920244039565,-0.023360964581763108,1212,48.148509840083285,2623,46.312263040168126,7885,50.11894390614609,20656,51.28690280820753,32.88014210948795,114.342,1.441135206726367,3.0846630318992094,135.99435308350678,463.18399999999997,7.584266452782204,14.903469752195065,317.23935900400875,1047.2240000000002,20.99422746237163,39.9878792796097,552.6213346434837,1948.692,35.846400414326006,68.69166117812352,1189.9568471034693,4223.575,80.20992929636114,152.71567171068637,1.1661410655308067,3.67595444640569,4.9567917157069425,2.5972584519685697,2,0.2910213778028024,2,0.7218557807506958,2,1.1183963087163438
