class,mean,ci_2p5,ci_97p5
T1_FORTE,0.09468558029243572,0.06418367647103329,0.12573650996035646
T2_MODERADO,0.040352379835048365,0.009983965994697613,0.07082898188810414
T3_ESTRUTURAL,-0.03933263055286461,-0.06717858513851127,-0.012299169030401215
T4_VOID_ACOPLADO,-0.049101897936708966,-0.08166155746087082,-0.01698718399154455
T5_ANOMALO,0.2625170356468739,0.22686486518914148,0.2976151310897418
