idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index,agn_count_0.5R,agn_z_median_0.5R,agn_count_1.0R,agn_z_median_1.0R,agn_count_1.5R,agn_z_median_1.5R,agn_count_2.0R,agn_z_median_2.0R,agn_count_3.0R,agn_z_median_3.0R,agn_inner_count_0.5_1.0R,agn_shell_count_0.5_1.0R,agn_inner_density_0.5_1.0R,agn_shell_density_0.5_1.0R,agn_shell_contrast_0.5_1.0R,agn_inner_count_1.0_1.5R,agn_shell_count_1.0_1.5R,agn_inner_density_1.0_1.5R,agn_shell_density_1.0_1.5R,agn_shell_contrast_1.0_1.5R,agn_inner_count_1.0_2.0R,agn_shell_count_1.0_2.0R,agn_inner_density_1.0_2.0R,agn_shell_density_1.0_2.0R,agn_shell_contrast_1.0_2.0R,agn_inner_count_1.5_3.0R,agn_shell_count_1.5_3.0R,agn_inner_density_1.5_3.0R,agn_shell_density_1.5_3.0R,agn_shell_contrast_1.5_3.0R,agn_large_count_2.0R,agn_large_density_2.0R,agn_large_count_3.0R,agn_large_density_3.0R,agn_large_count_5.0R,agn_large_density_5.0R,agn_large_count_8.0R,agn_large_density_8.0R,agn_weight_near_0.5R,agn_weight_far_0.5R,agn_weight_zmatch005_0.5R,agn_weight_zmatch010_0.5R,agn_weight_near_1.0R,agn_weight_far_1.0R,agn_weight_zmatch005_1.0R,agn_weight_zmatch010_1.0R,agn_weight_near_1.5R,agn_weight_far_1.5R,agn_weight_zmatch005_1.5R,agn_weight_zmatch010_1.5R,agn_weight_near_2.0R,agn_weight_far_2.0R,agn_weight_zmatch005_2.0R,agn_weight_zmatch010_2.0R,agn_weight_near_3.0R,agn_weight_far_3.0R,agn_weight_zmatch005_3.0R,agn_weight_zmatch010_3.0R,void_nn1_angle_deg,void_nn5_mean_angle_deg,void_nn10_mean_angle_deg,void_isolation_index,void_network_count_3R_dz0.02,void_network_weight_3R_dz0.02,void_network_count_3R_dz0.05,void_network_weight_3R_dz0.05,void_network_count_3R_dz0.1,void_network_weight_3R_dz0.1,PCA1,PCA2,KMEANS_CLUSTER,PVGU_Z,ISO_Z,AGN_Z,NET_Z,TOPOCLASS_SCORE,TOPOCLASS_QUINTILE
145,22148,199.378,44.418,0.643,94.659,1.9707421378064487,4,17,21,25.675,13.447058823529412,26.25,11.2,27.20571,16.3086,-0.3125587339773629,-0.2504258943781885,-0.2908122401176519,414,1.563,1571,1.572,3592,1.566,6346,1.567,14076,1.568,414,1157,135.72218866071634,126.43363307604577,-0.0354314297624008,1571,2021,128.7557719722134,132.5094411996656,0.0143672752368403,1571,4775,128.7557719722134,130.4495674023592,0.0065345699831364,3592,10484,130.8411437652424,127.295708169525,-0.0137347130761993,6346,130.02611854482276,14076,128.18206706845433,39167,128.40171408875065,101361,129.80201506679188,169.7041254742815,672.7760000000001,8.356914170760742,16.2673543608135,658.826106470987,2511.721,34.740175553897416,70.29806696338612,1508.9491590948724,5704.508,85.25776018426606,172.95127732949683,2665.9958709486987,10080.240999999998,151.86973500322853,309.7216879605164,5912.650125912891,22413.681000000004,338.2032637505565,689.9839737979245,2.5859905656059694,3.674620170414933,4.647034183634146,1.8645869999527869,10,0.5234334171679994,10,1.2099464315111756,10,2.4443849250727685,-0.09256905798751495,-1.7147671569491907,0,-1.703319737528832,-0.005474104557583495,-0.19164720115470393,-0.143839350762485,-1.3733072901692265,T3_ESTRUTURAL
149,18175,204.721,23.855,0.582,65.62,1.5093574572247097,3,9,12,14.65,18.655555555555555,12.65,14.55,4.744320000000001,20.0151,0.1202668890742248,0.6167664670658433,0.2940417413712913,104,2.228,393,2.177,905,2.098,1563,2.049,3643,1.917,104,289,58.124502452542046,53.839683361489264,-0.0382695507487517,393,512,54.91088813425246,57.23027933788752,0.0206827809618734,393,1170,54.91088813425246,54.49172104925817,-0.003831417624521,905,2738,56.19943880293861,56.67552981305559,0.0042178617274894,1563,54.59651282050674,3643,56.55650706052634,10994,61.44430576569686,33033,72.11638707612761,40.7795143393266,198.981,1.0965491585728953,3.2794205129267144,159.74264317553894,716.758,7.889794672778928,17.06774015275736,383.06598030391706,1591.783,20.489812996288528,44.49158147549383,656.3549962065542,2750.637,36.82404237931789,77.52139708155946,1544.6940356379528,6293.271,84.59155441851487,178.28159841860486,1.4199772148759944,2.833029215844189,4.023074562637086,1.8769769893021029,6,0.0052942284850983,6,0.2124182753541192,6,0.9236345963367304,-0.6754482579784036,1.0281869949592484,0,1.1212671330690784,0.005393919946727165,-0.5682825665391072,-0.4015704272075684,2.0965140467624814,T5_ANOMALO
164,13703,227.372,37.616,0.573,52.96,1.237292036915415,3,7,10,22.03333333333333,16.371428571428574,24.5,18.2,13.046879999999994,23.721599999999995,-0.1474271543707338,0.2903225806451535,0.0057852528848267,119,1.517,538,1.621,1272,1.596,2273,1.604,4955,1.6085,119,419,98.97206787615742,116.16049422999988,0.0798969072164944,538,734,111.86338764153928,122.0932736489068,0.0437255599004619,538,1735,111.86338764153928,120.24967630611565,0.0361301881158552,1272,3683,117.54665764563234,113.44977466165196,-0.0177356980930789,2273,118.15310413997156,4955,114.47399540764708,13728,114.17550821881422,36607,118.9295722407594,47.483355392051045,202.465,0.6345638071315586,2.1045326800876327,221.30498807622,888.1990000000001,10.940654416106817,21.89170095015524,530.0145254855372,2063.436,28.40922847985977,53.70130699053317,945.9951299773002,3695.516,56.80655113433895,101.67501838129128,2066.5561621711813,8022.94,116.8458559575654,223.5308093663481,3.0211859359248727,5.779324562609582,7.16061980758933,4.670946219788855,2,2.5752498023790115e-05,2,0.0201882215993886,2,0.1973138633076773,-1.8843456578057067,-0.17079535311693356,0,-0.2708846150829831,2.45615680642946,-0.5168403711181634,-0.6593015036526518,3.361414066117292,T5_ANOMALO
168,12591,243.297,26.857,0.561,57.503,1.3721655294037567,4,8,12,10.4,12.9375,9.9,12.05,6.004530000000001,16.679250000000003,0.1087305838243125,0.4705882352940969,0.235380761838737,76,1.7595,247,1.8175,639,1.81,1146,1.7425000000000002,2777,1.7,76,171,51.39379652474067,38.5453473935555,-0.1428571428571413,247,392,41.75745967635179,53.016758520258826,0.1188012843382081,247,899,41.75745967635179,50.66120951287485,0.0963414634146331,639,2138,48.012625700744586,53.54772756817523,0.0545006165228108,1146,48.435272053744086,2777,52.16395210131758,9500,64.24224565592583,26797,70.78533950829953,32.71272306867321,127.514,0.9460836986053146,3.360131522890645,109.074976148541,412.72100000000006,5.352881744980984,13.6374618697901,281.1434613251407,1068.685,18.379584429629183,38.6661847257606,512.976830696438,1860.898,31.873597200082507,67.01629821264939,1224.8949491287797,4530.726000000001,73.76283011967436,147.6929099354026,3.6839899791687154,6.064509327720164,7.121491973032694,4.419663078368496,1,0.5220457767610186,1,0.7710515858035678,1,0.8780954309205622,-1.9468149256663456,0.8964391524114883,0,0.8379604653394033,2.2357408511383126,-0.6055676455090556,-0.7237342727639228,4.403003234750694,T5_ANOMALO
171,2235,147.461,-0.633,0.495,42.408,1.146889180397808,3,6,9,21.066666666666663,15.15,23.0,15.9,10.3782,12.08319,-0.1633686148182191,0.0759075907590725,-0.079621942866167,37,1.613,201,1.5575,451,1.501,810,1.527,2337,1.608,37,164,35.81532787781411,52.91634028794158,0.1927272727272706,201,250,48.64108718540971,48.39909172677584,-0.0024937655860348,201,609,48.64108718540971,49.12507810267747,0.0049504950495049,451,1886,48.506645263946446,67.61532370125869,0.1645569620253151,810,49.00408037336053,2337,62.83815409193063,7922,76.68352093190366,14990,56.679873826903886,17.154605265995663,60.269000000000005,0.7857180388337891,2.2225047604593864,93.44537970875594,315.71900000000005,7.464491252082658,16.05079955403678,205.43104750212532,689.331,19.0033783782794,34.98523665512356,373.2220539207636,1241.595,28.895414326274512,54.90346560165693,1024.3088688577195,3765.904000000001,67.42143164407044,126.9280196059189,4.655573986729314,6.360471719187396,7.599992478660866,5.545846824516793,0,0.0,0,0.0,0,0.0,-2.3746382432848723,-0.5386722408530114,0,-0.6833637148382494,3.223586135296829,-0.6319195058336808,-0.7881670418751936,3.960308968167454,T5_ANOMALO
182,5285,227.787,0.513,0.653,41.409,0.8489076061088383,4,4,8,13.275,10.7,12.75,9.475,14.307089999999995,2.4092249999999997,-0.1074035453597452,-0.7117516629711328,-0.3189253865237308,34,1.1185,172,1.152,442,1.3135,729,1.312,1410,1.382,34,138,60.0714598187024,81.27315151942089,0.1499999999999989,172,270,75.97272859424127,95.4076126532332,0.1134020618556693,172,557,75.97272859424127,82.00932137014028,0.0382106244175206,442,968,86.76988640479235,63.34332582189968,-0.1560592850915421,729,80.50017317616553,1410,69.19996596762286,3005,53.09256963388256,6165,42.54831684079737,16.257648418082468,45.790000000000006,0.8828522025294806,2.7874189530366764,89.47123641616936,211.303,4.662705143119497,11.026804089123996,216.26069108197063,576.797,12.938101695613772,27.63224854692033,358.4693720369027,957.997,27.382689457302085,53.31692234009195,678.6759015269763,1927.813,49.55518536016595,96.2632983705494,0.3863853189289103,3.828978501846832,5.682718501578721,4.510477317305846,1,7.48518298877006e-05,1,0.0223707718561656,1,0.149568619222635,-1.8253609635310908,-1.7496752384293746,0,-1.8390938396861733,2.315399626161064,-0.6331810310619873,-0.7237342727639228,1.833221090300801,T1_FORTE
185,21616,176.092,54.264,0.651,76.99,1.583186924757098,3,10,13,13.616666666666667,17.44,14.75,13.75,5.1891,15.048389999999998,0.1231082966620117,0.4871794871794631,0.2505332133431197,379,1.7415,1462,1.682,3324,1.658,5806,1.649,12255,1.625,379,1083,192.52402811134343,183.3804067234696,-0.0243243243243243,1462,1862,185.66631207043807,189.1713669357897,0.0093508605502101,1462,4344,185.66631207043807,183.8883856894626,-0.0048109965635738,3324,8931,187.6135647734112,168.02815352901482,-0.0550706237105219,5806,184.33286728470648,12255,172.9245063401139,28850,146.5519316889778,65881,130.72719632259458,156.4084367665266,633.447,5.286408590302788,12.783956771114196,610.5122275354231,2416.899,20.96525158888588,49.30110361122735,1383.2726831127557,5469.414999999999,58.03331528311917,130.76061670073642,2421.912597071648,9483.955,105.21340125576016,233.15861243547383,5158.83243665651,19756.071000000004,244.0584484957553,520.5803413392584,2.4992057642318284,4.361901793038422,5.248024633655108,2.755140106848025,3,0.0015819412270366,3,0.0814732321220737,3,0.3768659331729748,-0.9447516373314769,0.897837176260104,0,0.9111401254448035,0.7756850002048223,-0.22921261906427598,-0.594868734541381,2.510906479255283,T5_ANOMALO
187,14673,171.889,9.053,0.632,99.712,2.112074399180936,3,19,22,6.583333333333333,14.189473684210528,7.15,10.85,5.48562,16.08621,0.3661585237109744,0.491408934707881,0.4099961675598917,149,1.784,646,1.954,1444,1.958,2572,2.0,5888,1.9375,149,497,42.52829405951867,47.28537393194806,0.0529661016949147,646,798,46.09610396384071,45.55379685838377,-0.0059171597633134,646,1926,46.09610396384071,45.81067917149496,-0.0031055900621117,1444,4444,45.79482223858685,46.97880656239151,0.0127620783956243,2572,45.88203536958139,5888,46.68281048144034,17205,49.1073355230885,47244,52.67425347493447,63.03085331439469,248.80400000000003,3.463909039428547,7.861876792081941,275.76604965807013,1119.632,14.64014597538187,31.184789922349164,616.489137619348,2490.009,35.63365433122189,76.67302104515336,1103.312601685353,4439.485,61.78256288252729,130.25317984098078,2535.557833335565,10085.525999999998,154.44252729788383,314.2789767264747,1.2137184915209571,3.6068616305078143,4.991508115035813,1.7077341744707717,7,0.4524424569749739,7,1.151251017257691,7,1.8970091730019267,-0.5548824086510795,1.5825273387768177,0,1.6812758876751668,-0.14305940046447718,-0.49273122231052763,-0.3371376580962976,2.368085367617515,T5_ANOMALO
189,15046,169.489,15.168,0.463,60.487,1.748879622639738,3,9,12,8.066666666666668,16.02777777777778,9.0,17.3,0.1482599999999994,12.67623,0.3304127276919392,0.9768786127166872,0.556675787450601,115,1.894,471,2.004,1087,1.87,1817,1.818,3900,1.838,115,356,47.872722237426665,49.399098888475045,0.0156918687589156,471,616,49.01750472571295,51.286255475225765,0.022618800581033,471,1346,49.01750472571295,46.693249370707456,-0.0242841609278721,1087,2813,50.27792180877563,43.37068201413243,-0.0737569970365484,1817,47.27431320945883,3900,45.09749196279323,11629,48.40972929556824,30584,49.73299378089188,49.12218961744588,195.813,2.454451581998068,5.263186097171661,196.7893489119984,841.021,13.809049514191194,25.16121123798669,463.1288443744109,1854.737,31.648112219159582,59.52918838997856,779.4075244444568,3073.597,49.11968850098377,95.63110990994528,1691.9207834518302,6597.243,105.2563390303904,204.6941722230593,3.470551373973988,4.7737464165265004,5.422343945552046,2.729602629435601,3,0.0261727341314997,3,0.335490833178947,3,0.939266057430855,-1.2221919036921736,2.3307307875281387,0,2.389673781236266,0.7532845023132058,-0.5427717230333531,-0.594868734541381,4.280598741124207,T5_ANOMALO
195,15511,215.893,13.208,0.525,56.378,1.4375707420509811,3,8,11,14.233333333333334,15.85,13.2,10.65,7.412999999999999,17.7912,0.0537396121883638,0.4117647058823366,0.1790483949812542,88,1.675,334,2.0,771,1.871,1534,1.813,3612,1.8165,88,246,54.216857337115,50.52025342776625,-0.0352941176470584,334,437,51.44440440510344,53.84719694618013,0.0228203627852544,334,1200,51.44440440510344,61.6100651558125,0.0899182561307894,771,2841,52.77928915014604,64.82747966950492,0.1024447031431888,1534,59.06864996813523,3612,61.8154320396652,8949,55.1348473079366,24076,57.94234096450553,35.95000084425909,160.192,1.6414010651962614,4.314689422363896,139.94106625507254,598.887,7.654803318617738,15.267992132054337,328.13053259559945,1337.071,19.48579642322313,38.64336718133598,646.8929905324078,2627.8630000000003,38.925939496759305,76.48977017035733,1523.0242369327475,6243.191,89.13077759689124,173.3524868332305,1.2385640279443295,3.8166954613026376,4.892811623096096,2.654961839202922,2,1.1988767934194754e-05,2,0.0162965341881196,2,0.18053324786166,-1.138464431201875,0.5114541245289208,0,0.5658999701534626,0.6878124575519527,-0.5870652754938933,-0.6593015036526518,2.5000792068519604,T5_ANOMALO
202,19841,150.344,22.694,0.576,71.77,1.6680125972116429,3,4,7,7.1000000000000005,7.8,9.0,7.299999999999999,0.7413,10.822979999999998,0.0469798657718088,0.8717948717947962,0.3356651178798544,127,1.68,457,1.829,1043,1.849,1793,1.849,4296,1.72,127,330,58.11860575515591,50.33894986667048,-0.0717299578059064,457,586,52.28386383879183,53.63386294885254,0.0127457334197449,457,1336,52.28386383879183,50.94911895596345,-0.0129294421869226,1043,3253,53.03386334438111,55.13555687416802,0.0194296458790345,1793,51.28280517667054,4296,54.6101334917213,14013,64.12724586196848,40994,73.28106927678584,52.49143562668928,221.078,1.8685344963758492,6.204542623562077,189.02992374639663,800.14,8.520187410887326,21.852212303368503,445.7550189013815,1782.693,26.307079943697893,57.76568453747956,767.1361425441418,3074.99,45.60041275102903,100.5872119059161,1844.5937571959544,7172.599999999999,103.14242432707805,222.99555851640247,0.9344064140143338,3.094790395181295,4.442270128596167,1.8553759128395613,4,0.1354590633569156,4,0.4802403839655905,4,0.9181574045001928,-0.7491557449841413,1.2178814074986404,0,1.3222896900100942,-0.013553717673909728,-0.5489391797050739,-0.5304359654301102,2.3881111174713685,T5_ANOMALO
203,21589,174.212,49.094,0.538,64.003,1.5925640899905358,5,9,14,21.03,33.74444444444444,20.4,19.55,12.157320000000004,35.804790000000004,0.2321236586404809,0.4930448222565583,0.3234460659061079,309,1.586,1213,1.607,2675,1.5865,4803,1.591,10474,1.597,309,904,155.1224875461453,151.2737095379885,-0.0125614418350627,1213,1462,152.23590404002772,146.78904646761447,-0.018215394946697,1213,3590,152.23590404002772,150.18601140524856,-0.0067782542537003,2675,7799,149.20987205535369,145.00782456818737,-0.0142821031344791,4803,150.69848456394334,10474,146.05833643997894,28659,143.87234209012877,69246,135.79100642976812,131.5106100369392,493.653,2.576636816945544,7.665585357108008,507.1702850972848,1959.008,16.310441768781,39.37303166296429,1131.0137116909918,4257.339,48.523739767330895,106.53109733152525,2035.3340679194064,7633.847,85.09958176995735,187.38607423558,4420.970173374338,16711.101,208.3387476061428,432.7039408834138,0.7916973895397482,3.084204454470532,4.2096053663948885,1.9366281544668784,6,0.8722112487363713,6,1.767510606648552,6,2.798629559212369,-0.5588111380442383,1.1957138861185082,0,1.2632770563124807,0.05771763923686939,-0.32018260497215756,-0.4015704272075684,2.042747727729076,T5_ANOMALO
205,15951,152.581,14.419,0.641,93.318,1.9488851942065613,6,14,20,15.949999999999998,16.57857142857143,13.2,14.35,9.859289999999998,14.751869999999998,0.019323671497584,0.1987951807228835,0.0821386997264388,129,1.9855,603,1.952,1334,1.9005,2292,1.9,5060,1.885,129,474,43.24414515166206,52.96569716250082,0.1010452961672464,603,731,50.535309159791126,49.01003117188366,-0.0153224448560362,603,1689,50.535309159791126,47.1830498457088,-0.0343053173241848,1334,3726,49.68793249984254,46.26117853433615,-0.0357142857142853,2292,48.02111467422938,5060,47.11786702571275,14329,48.03452371148571,45032,58.968336496779486,53.85057398496085,227.209,2.162415892653116,5.338530287324678,256.6448663326633,1029.9049999999995,14.811719672018558,30.64413988898332,567.2971469690508,2294.268,30.591222702768505,67.32272011750584,979.3491447724998,3946.365,61.60447654766701,128.2841760660166,2176.353707382558,8687.285,144.14074338210995,290.5809381465713,2.7771085019129416,3.636905393811386,4.386277387871237,1.8661465563086657,9,0.0090225558812385,9,0.2759034760351858,9,1.1075642085879032,-0.4450252376889721,0.03432374189178091,0,0.09786886920494128,-0.004106121404920027,-0.5081498639898296,-0.20827211987375585,0.8101847316636067,T1_FORTE
208,4204,235.911,25.675,0.512,54.384,1.4219360000362646,4,7,11,17.125,13.028571428571428,17.75,10.900000000000002,3.1134599999999995,16.753379999999996,-0.135852185242208,0.6865671641790699,0.1519945870552392,68,1.736,299,1.9425,657,1.78,1193,1.744,2762,1.737,68,231,42.82120970616702,48.488722755512654,0.0620689655172407,299,358,47.07184449317624,45.08821492590529,-0.02152374444824,299,894,47.07184449317624,46.91441357513887,-0.0016750418760468,657,2105,45.9698280669146,49.09512332869368,0.0328753680078505,1193,46.95377130464821,2762,48.31379951324891,8222,51.77588032413313,25200,61.98842397721788,30.306980103126797,112.2,1.3540565838182606,3.070889133277938,126.91473615051392,525.19,7.133489098185782,14.656105732016645,283.66274347636374,1118.911,21.93085836430988,40.29812176050547,523.7858540012354,1996.578,36.273105507217466,69.4788795485568,1209.201974722747,4595.851000000001,82.46389361744394,160.03547819739364,5.255151353297857,6.582021869201182,7.748744279383627,4.628915695944604,0,0.0,0,0.0,0,0.0,-2.046978501996802,0.5077456078148865,0,0.43524200579634675,2.4192892393807806,-0.6030445950524426,-0.7881670418751936,4.245742882104763,T5_ANOMALO
210,15737,132.568,17.375,0.509,40.824,1.0736843833621323,3,3,6,16.266666666666666,30.83333333333333,14.8,30.8,13.195140000000002,41.661060000000006,0.3092710544939779,0.5189189189189094,0.3826478070427039,81,1.404,376,1.494,811,1.529,1327,1.5945,2635,1.618,81,295,89.46267190787952,108.60694737787844,0.0966542750929363,376,435,103.8208785103787,96.08953649364838,-0.038674033149171,376,951,103.8208785103787,87.52983640369695,-0.0851370851370846,811,1824,99.52568850108408,74.61358644717525,-0.1430584918957003,1327,91.60259693036738,2635,80.84161196065246,6207,68.55491413977879,14391,62.08802620690077,35.95706585506888,123.343,2.539255339611505,4.870600090467611,162.39125728676754,574.368,8.180835283739787,16.67092892086712,343.13259359033555,1264.879,16.080805998399,33.20843857823871,555.8418442639161,2127.6760000000004,28.896889780448724,56.36354629725392,1103.190480496633,4278.787,58.04197334630936,113.4920881627442,2.3902707176823577,5.050261576569102,6.211134927594705,4.703674240608793,1,0.0017467471362611,1,0.0788663997906749,1,0.2808316217783798,-2.0978355521829397,1.6223308223698338,0,1.5491953641698526,2.4848645738230055,-0.5814584967014198,-0.7237342727639228,5.339252707458201,T5_ANOMALO
211,21432,173.998,48.315,0.463,58.039,1.6780998300194712,4,6,10,25.15,27.35,21.25,7.975,7.338870000000001,7.709519999999999,0.041904761904761,0.0246305418719193,0.0358587848932664,280,1.512,1218,1.591,2802,1.591,5046,1.574,11293,1.588,280,938,126.59966694959029,141.36962809370917,0.0551181102362203,1218,1584,137.67713780767943,143.2384803201079,0.0197971994205698,1218,3828,137.67713780767943,144.2331919889975,0.0232558139534883,2802,8491,140.76677253680637,142.19018149060466,0.0050304787832158,5046,142.594178443668,11293,141.83432925215507,31389,141.9227480671675,76232,134.63931097797388,118.51620709485144,453.113,3.926444392494481,8.602617332429748,512.2267946076231,1945.104,16.34711192783354,37.546917660971104,1190.2423855753889,4442.353,49.13254401693169,101.84698970370312,2141.307572794488,7971.541,94.42595557539954,190.49799306196687,4779.90369107922,17950.61,209.41794692310907,429.56350008827496,0.7916973895397482,2.959752407471851,4.1982153860104905,1.7637522836980113,6,0.8720925350827142,6,1.9750891283026688,6,3.1704420305608902,-0.3841818822687284,-0.18942795204102778,0,-0.12564271479312294,-0.09392245880920447,-0.30238108230605437,-0.4015704272075684,0.4843863359112954,T2_MODERADO
215,17188,140.297,33.357,0.541,72.382,1.7910684232711684,5,18,23,5.9,13.905555555555557,7.0,12.3,5.0408399999999975,14.67774,0.4042075736325181,0.4887218045112537,0.4337875544400755,403,1.56,1482,1.583,3185,1.603,5361,1.586,11607,1.5705,403,1079,159.95241817879443,142.75323342838644,-0.0568181818181815,1482,1703,147.05302961598844,135.18559213820689,-0.0420475319926873,1482,3879,147.05302961598844,128.29930316698585,-0.0681081081081079,3185,8422,140.46000879499869,123.80472988712496,-0.0630249763586802,5361,132.9877347792365,11607,127.9685496140934,30655,121.67100196702091,72405,112.25723904927509,169.1913815410233,646.4189999999999,5.598920862109885,11.885098926578433,615.4115297681162,2413.054,22.714421087719508,48.67215272555365,1316.3056153947837,5191.91,65.12690788470306,126.52153874445293,2237.1330364319138,8625.001,119.11409748315478,229.99735082330284,4861.752311574302,18512.996,256.7556733431784,498.5065210043871,1.4245303314021591,2.753473499879127,4.133614690751406,1.537335739998534,6,0.0318804641525779,6,0.4021969024969988,6,1.26133753121713,-0.38329692472469185,1.7021351631250468,0,1.7961777967704937,-0.2925263862002388,-0.24869617536812116,-0.4015704272075684,2.1539180131459448,T5_ANOMALO
217,18319,167.005,20.388,0.485,72.904,2.0122803302927808,4,18,22,35.900000000000006,21.766666666666666,39.35,17.3,26.31615,24.83355,-0.2450867052023079,-0.0289855072463762,-0.1694512859177318,149,1.745,633,1.777,1480,1.7440000000000002,2566,1.6925,5846,1.732,149,484,46.85106018648412,50.72911214822889,0.0397422126745431,633,847,49.7595991577927,53.26556775564031,0.0340302151686244,633,1933,49.7595991577927,50.65050298684218,0.0088726513569936,1480,4366,51.707359489930255,50.84557016509808,-0.0084033613445377,2566,50.4277770295798,5846,51.06101749630613,17484,54.97610310741533,51493,63.24721167634823,62.830475369702256,258.39200000000005,2.501787530225726,5.976915711076794,271.0925112343383,1089.664,10.755645960363037,23.49918744490142,633.4156844963178,2493.131,34.320674081426475,68.54245747032283,1113.767330132784,4231.203,66.43877614508129,130.98179407103044,2537.071104156026,9744.469,146.79281862432362,289.5868186007805,0.8376664216772904,3.2771171488645563,5.070734663480099,1.6285589535063023,6,0.5960317077284264,6,1.5431790738167452,6,2.6384343376067187,-0.3750616710886255,-1.1973240265304468,0,-1.1171998363466098,-0.2125088743353782,-0.4876851213973015,-0.4015704272075684,-0.44045316207711815,T3_ESTRUTURAL
220,16296,160.265,11.249,0.53,88.867,2.2446235399352346,7,13,20,11.671428571428573,10.346153846153848,10.2,7.699999999999999,5.78214,12.6021,-0.0601916550209595,0.3709677419354638,0.0907141339137886,197,1.965,756,1.993,1712,1.88,3104,1.9005,6993,1.914,197,559,49.7839461798058,47.08836872167757,-0.0278260869565213,756,956,47.76226308620962,48.318225936948586,0.0057864281956865,756,2348,47.76226308620962,49.44699899753977,0.0173310225303291,1712,5281,48.07113133662016,49.42827970963611,0.0139195545742535,3104,49.02581501970723,6993,49.08899261638212,19403,49.03339633130821,54726,54.02276805671106,81.79530676242874,363.434,1.834399327106779,5.388838686251983,314.94943656513584,1361.441,13.708785625237535,32.301212172109224,718.2085957227154,3028.3600000000006,36.26591651263253,80.54850087497775,1317.5966921124946,5425.187,68.129730219831,144.39730533183655,2983.498292648741,12084.866999999998,167.35932615316136,342.514751287512,3.5307944804422657,4.701391417118008,5.689916397035125,2.09451221261431,7,1.0006071448227871,7,1.601118179001842,7,2.6497982888831686,-0.5923687410961456,0.08643400029229094,0,0.13928443545209124,0.1962074929735897,-0.4551658044009556,-0.3371376580962976,1.1277953909229341,T1_FORTE
221,16260,157.278,16.169,0.532,59.781,1.5042859756304785,3,7,10,21.666666666666668,26.557142857142857,18.2,25.6,5.782139999999997,17.642939999999996,0.1014120667522443,0.5063291139240291,0.243133033262369,70,2.0585,289,1.973,689,1.8665,1234,1.832,2915,1.8,70,219,39.3864959698236,41.07448865424461,0.0209790209790206,289,400,40.65249048313935,45.013138251227,0.0509031198686368,289,945,40.65249048313935,44.30980796605154,0.0430463576158935,689,2226,43.07507257652137,46.388539697792254,0.0370370370370367,1234,43.395478595323496,2915,45.56017291747453,8501,47.83208603421006,23176,50.938695903829895,30.72737222363513,123.417,1.5181513964162336,4.074235971818837,126.01002935173452,498.322,6.684416149354167,16.40977590969733,304.9274816353476,1153.006,16.74604418690916,38.42568285271197,538.4832426845878,2087.002,29.61854358242791,64.54032156503845,1266.7132962821615,4906.949,71.68687206598443,154.90541703913937,2.6188248304216653,4.660414410087663,5.496807206734154,3.0980907125264427,1,1.9505193119838995e-07,1,0.0020704278546402,1,0.0455019544046215,-1.3919287205554387,0.8426470740931279,0,0.8754005183672655,1.0765081471179379,-0.5985591720184639,-0.7237342727639228,3.27420211026759,T5_ANOMALO
225,16192,148.407,14.246,0.533,56.286,1.413683016987845,3,7,10,16.8,26.085714285714285,17.4,25.700000000000003,4.299540000000003,39.73368000000001,0.2165223184543586,0.8047138047137864,0.4223893386451584,80,1.824,286,1.849,665,1.9015,1164,1.8565,2736,1.8805,80,206,50.967815996878045,43.74737539732032,-0.0762331838565014,286,379,45.55248554720975,48.29200565704193,0.0291921249151387,286,878,45.55248554720975,46.61431504714471,0.0115207373271888,665,2071,47.07444116378319,48.86775320811778,0.0186915887850465,1164,46.34885767216097,2736,48.41942519703414,7525,47.94160192206341,19832,49.35516244385183,32.16950489714,146.265,0.7373481480446453,2.1707077312884717,119.84078655870202,498.8229999999999,4.1182153339183625,10.292765185145011,281.6719716817634,1164.457,17.632166382165263,34.039365151270786,498.1462198264869,2000.664,39.1754891621949,72.15317148407027,1163.6234619307322,4715.784,78.2636521246092,149.5473661365497,1.888002187119985,3.678962123462112,4.580463213250741,2.602395359674284,3,0.0057495380759106,3,0.1891885320282108,3,0.6742440570527009,-1.1622432844349078,1.6745243767494757,0,1.7411294399129393,0.6417031533777632,-0.6019232392939479,-0.594868734541381,3.5796245671260314,T5_ANOMALO
