RA,DEC,REDSHIFT,survey,RA_BIN,DEC_BIN,LOCAL_DENSITY,NN_DISTANCE,NN_STD,CONNECTIVITY,PERSISTENCE_INDEX,EMERGENT_GROUP,ESS
94.3742939802875,0.462508423001391,0.2051562,SDSS,94,0,2,2.446029910861491,1.134320854233509,0.2901890076020857,0.8903455634396332,-1,0.29716953906410865
49.3978310458689,1.27356203995056,0.169056,SDSS,49,1,7,0.5053796009691062,0.295996672654143,0.6642842771060788,0.7552340906989878,0,0.3158732659483847
87.097556156882,1.0979898221082,0.624984,SDSS,87,1,4,0.4940208392052104,0.0884546874059619,0.6693347065573598,0.7586818397427542,0,0.4388797507775813
101.042872578408,0.56180302911532,0.1288867,SDSS,101,0,1,3.181199758131788,1.9370042715463511,0.2391658035603667,0.9040426694795768,-1,0.2503979893657259
121.445398493721,1.00625083642566,0.7584789,SDSS,121,1,17,0.2093252731866623,0.0337736775675897,0.8269073856076168,0.6860163284649547,0,0.44552542117027366
121.061604737861,1.00643834558467,0.09642675,SDSS,121,1,17,0.2925512696694827,0.0368330329375527,0.7736637017545225,0.7052279996808614,0,0.4471096733753139
86.1836304107512,1.31863812280928,0.05309878,SDSS,86,1,8,0.4398018511126692,0.2362271402610816,0.694540015507833,0.7435069630958383,0,0.41928997615787145
86.1828180159515,1.29621595318584,0.1315074,SDSS,86,1,8,0.4208849068542212,0.224499564587962,0.703786770607591,0.7402538757839159,0,0.421023446696777
81.5406956983117,1.3799669493689,0.1491567,SDSS,81,1,23,0.254381561264511,0.0803469413756663,0.7972055958730171,0.6889459581984775,0,0.44082805039744244
81.2979880223249,1.32844937226292,0.6226996,SDSS,81,1,23,0.3966291704505376,0.082154739062332,0.7160096761242719,0.7182647854843078,0,0.4348789158756974
81.0363589116682,1.31128269466073,0.6312224,SDSS,81,1,23,0.3754707188583093,0.0550024849139001,0.7270238372140967,0.714488081616627,0,0.4311571433744145
81.065797775966,1.35053488044535,0.2184164,SDSS,81,1,23,0.2571096386215605,0.0791213131894928,0.7954755649606783,0.6895800644979098,0,0.42833719371040413
80.8947471405676,1.40198922987804,0.1448618,SDSS,80,1,31,0.2723804157485163,0.0826240852573099,0.7859284751814729,0.6830650090099695,0,0.4312251989149489
79.9527767357262,1.42776980749375,0.2145216,SDSS,79,1,8,0.1933270331922246,0.0413248119028229,0.837993250957315,0.6931354160053564,0,0.40997726433907083
79.8815681633436,1.39122089067121,0.2994733,SDSS,79,1,8,0.2210684419191241,0.0499910317769576,0.8189549133120858,0.6999485416236879,0,0.4092091439798789
79.7919012859807,1.36384920600672,0.08605768,SDSS,79,1,8,0.2113491363558749,0.0816586895453251,0.825525829001141,0.6973389540794146,0,0.4024407780778868
79.9262780223189,1.36024873608446,0.08914367,SDSS,79,1,8,0.1632422596765814,0.0314238553002664,0.8596661543899136,0.6853797397889201,0,0.40441076261187664
79.7859738912545,1.38142666080569,0.08649507,SDSS,79,1,8,0.2187866608737909,0.0843734443491247,0.8204881396413256,0.6991386194613964,0,0.40300077117469696
101.562650408381,-0.855922861663239,0.2268779,SDSS,101,-1,3,3.167173712903494,2.444372504223554,0.2399707976904198,0.8974891176351383,-1,0.24196853759017659
101.36245723531,-0.849582253568925,0.4073607,SDSS,101,-1,3,3.024012228963566,2.384776476630923,0.2485081911039725,0.8948487566340418,-1,0.24287974111847474
101.284845126515,-0.765784903759715,0.2589196,SDSS,101,-1,3,2.9506373113453264,2.3702271390064777,0.2531237168059514,0.8932897290922229,-1,0.24342468615339757
100.374515198103,-0.738091437377951,0.08317085,SDSS,100,-1,1,2.672899081958928,1.7982981671952452,0.272264491260308,0.8931185786148682,-1,0.24937091617414464
72.3045401620105,0.972535428757481,0.7615644,SDSS,72,0,3,1.1543445702677273,0.2502520887835985,0.4641782998880847,0.8328326197610657,-1,0.2744016781211177
72.8281399277077,0.538872139294755,0.1372496,SDSS,72,0,3,0.8642800994294179,0.2984205908865202,0.5364000829628875,0.8063835646485117,-1,0.2785751774934842
72.7110765924604,0.597619835932347,0.619381,SDSS,72,0,3,0.8337025048327182,0.2183472777323335,0.5453447314188111,0.803748571824416,-1,0.27831965285092597
73.4101876050536,0.0773150076627638,0.6687062,SDSS,73,0,2,0.8953123777566806,0.5163020602251245,0.5276175113590587,0.8091760120355285,-1,0.27888756445843094
71.5725856815549,0.0505640836931667,0.7546362,SDSS,71,0,2,1.087546782668401,0.4503735333847715,0.4790311806673633,0.8272189387116682,-1,0.2631730646942028
71.6585946542449,-0.281837813294633,0.7753124,SDSS,71,-1,1,1.115253180556972,0.4180693827969679,0.4727566464344886,0.8309684333564256,-1,0.2620434061321016
71.7252115468675,-1.15289729411323,0.574661,SDSS,71,-2,1,1.5967620578843005,0.3824125514695057,0.3850949673897906,0.86290202902128,-1,0.257999102200416
90.3118866019404,1.1476750533537,0.5518352,SDSS,90,1,2,1.123884633403362,0.3642837767564789,0.4708353666072609,0.8308207969070049,-1,0.3577858986056831
90.1478678364987,1.19408543792486,0.2228697,SDSS,90,1,2,1.1509233702720767,0.3682164461628032,0.4649166092204889,0.8329296813996669,-1,0.3624528586493346
89.2526487300094,1.07664128092393,0.5498869,SDSS,89,1,1,1.207252558317408,0.420720244692835,0.4530519157093203,0.8380670908451572,-1,0.3849083973602575
87.5238066562298,1.07291873290275,0.2492466,SDSS,87,1,4,0.5093775519827864,0.0759637670791599,0.662524759750372,0.7612349726013883,0,0.4330949795885469
86.9846152190893,1.17404007766896,0.1374329,SDSS,86,1,8,0.4602288647436828,0.1182812323464285,0.6848241560924987,0.7478951692048568,0,0.43831131902973064
86.4899040197658,1.06957641173781,0.329281,SDSS,86,1,8,0.4509342996731263,0.0791679436767401,0.6892110829727334,0.7466016467197784,0,0.44017405458506925
86.0549447351681,1.12946199583164,0.0505817,SDSS,86,1,8,0.4506706621215887,0.1347908662310889,0.689336336710299,0.7461421852593477,0,0.43028838637749467
82.1394886402682,1.13287213880883,0.2861369,SDSS,82,1,4,0.2462453331538914,0.0979524418992765,0.8024102264594125,0.7105371482190712,0,0.4183844180051741
82.0704020895901,1.09362586149845,0.2127712,SDSS,82,1,4,0.1928149470133026,0.0851287847272734,0.838353008992641,0.6976481966370859,0,0.4147873718341072
82.028510297136,1.10400342592331,0.2340893,SDSS,82,1,4,0.17964333684343,0.075960374101356,0.8477138544908566,0.6943348361914323,0,0.416561340868343
82.138894235229,1.06307163479155,0.1051184,SDSS,82,1,4,0.2651498122783281,0.0863710771952206,0.7904202255693049,0.7149548191471481,0,0.41524998584199685
81.3121678292609,1.11270532530909,0.154615,SDSS,81,1,23,0.237713443298751,0.0637033608719073,0.8079414547965177,0.6851915358326861,0,0.4346753301959317
81.2452814674267,1.08102418936171,0.5890356,SDSS,81,1,23,0.3494784928710411,0.0684098004260374,0.7410270006396922,0.7093295516846889,0,0.44011165326712426
81.1778075333523,1.21939638387649,0.1986111,SDSS,81,1,23,0.2435604542612241,0.0662494635551508,0.8041426507037659,0.6865449058097051,0,0.4298657444398043
81.2514799253052,1.10647740399883,0.2800102,SDSS,81,1,23,0.2302713984224989,0.0766971621562471,0.8128287801230186,0.6833292113683347,0,0.43355862712726073
80.9056681542697,1.06569461419576,0.3332535,SDSS,80,1,31,0.2758434996466461,0.0982551863337185,0.7837951913984411,0.6837192629170626,0,0.4370438507639425
80.7204799544237,1.17875088851533,0.4926757,SDSS,80,1,31,0.2819878674035403,0.0560023153427546,0.7800385833801522,0.685390998713451,0,0.43405711358628585
80.7250243092905,1.14714383248374,0.6779121,SDSS,80,1,31,0.3996732525353444,0.0849919984923906,0.7144524610930565,0.7088683177489926,0,0.4367296169807074
79.9578089137973,1.17557157755151,0.1493216,SDSS,79,1,8,0.1734034351212458,0.0484946293832162,0.8522218105631092,0.687941910412464,0,0.4087637088362367
79.9662277117742,1.24328375157858,0.08677593,SDSS,79,1,8,0.158268563733942,0.0438830137545278,0.8633576281965839,0.6839534019500462,0,0.4064719569347921
79.8491286626005,1.24245563862871,0.331641,SDSS,79,1,8,0.2517838473891198,0.0409646285285191,0.7988599645903145,0.7072751249644584,0,0.41066981278247794
89.1786936572882,0.778381049017548,0.6422896,SDSS,89,0,2,1.135948151835204,0.3977841279201153,0.4681761582746291,0.831531973917352,-1,0.3895055043394513
87.4810276609431,0.638043411211753,0.1136948,SDSS,87,0,12,0.3993048898004375,0.1291131759231154,0.7146405385195326,0.7320742967693641,0,0.4373854669091309
87.545881409243,0.671736573137649,0.1494735,SDSS,87,0,12,0.4218503623678694,0.136103355255292,0.7033088899275283,0.7361158370976578,0,0.43765540200393355
87.3970168171749,0.667615530773026,0.5770968,SDSS,87,0,12,0.4699342513575892,0.0648514983546024,0.6803025367130731,0.7449575556756468,0,0.4481976151897531
87.1444671715385,0.697449995178145,0.1142115,SDSS,87,0,12,0.4385471471222203,0.0913556187090439,0.6951457948392421,0.7393980094344241,0,0.4442431364871437
87.0914837516824,0.715829650052541,0.5511391,SDSS,87,0,12,0.3928321882216765,0.069879214950412,0.71796158105505,0.7313156632173721,0,0.44600428546602233
86.935269345841,0.846476686989467,0.7064624,SDSS,86,0,9,0.4278085166027432,0.1541162464553895,0.7003740266092195,0.740768635558499,0,0.4343717206355434
86.9123557042991,0.643412929778119,0.1160358,SDSS,86,0,9,0.5375366318835605,0.1161023467164098,0.6503910080990716,0.7591082454168073,0,0.4462306842944869
86.8073341103938,0.784527230293982,0.7652942,SDSS,86,0,9,0.4489524966829632,0.1501298290800612,0.6901537505813788,0.7444904295316913,0,0.4327516755833135
86.5699982564672,0.840121887185354,0.6197542,SDSS,86,0,9,0.5286010930385946,0.1365587983940273,0.6541929117767232,0.7575824601333985,0,0.4377691636448592
86.1116353266908,0.64182455424233,0.2504243,SDSS,86,0,9,0.4245950375227191,0.0958832942276692,0.7019538701601382,0.740631561473932,0,0.4419671242847454
85.8849696248277,0.709815687546609,0.1146805,SDSS,85,0,11,0.3617093116166435,0.0918285032955834,0.7343711256646867,0.7264664458766193,0,0.43790736070939223
85.6603854970392,0.648243932098602,0.05386671,SDSS,85,0,11,0.2923592323460757,0.1013483074748964,0.7737786638353306,0.7121594526393854,0,0.42841141208145606
85.7030737768616,0.672030881261745,0.05184619,SDSS,85,0,11,0.3081020951416427,0.1136927829352921,0.7644663239314811,0.7154316387413575,0,0.4298648220173321
82.0386790197966,0.847177136346427,0.06774854,SDSS,82,0,2,0.2858856988085495,0.0434908552203769,0.7776740972596243,0.7223631921436438,0,0.4185518128623506
81.7210894730163,0.830818856234556,0.1064974,SDSS,81,0,20,0.2228195653067685,0.0654854509291149,0.817782139222748,0.6853499938314201,0,0.4288876020701985
81.8328605774899,0.78762631938326,0.1006068,SDSS,81,0,20,0.2209262118397699,0.0843363587430009,0.8190503163112011,0.6847514816783802,0,0.4223329234880871
81.7321199928584,0.755927608229475,0.3627982,SDSS,81,0,20,0.2309285819367167,0.0778268297299854,0.812394816949186,0.6872042776324147,0,0.43303347720245694
