idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index
830,14361,242.219,35.403,0.32,101.017,4.22594024465029,13,69,82,16.83076923076923,19.30289855072464,14.399999999999999,17.8,6.523439999999997,13.195139999999997,0.06841622984150693,0.3383458646616371,0.16289160202855246
831,9523,256.739,30.809,0.364,59.983,2.2060007847214345,5,26,31,17.979999999999997,17.838461538461537,17.1,16.450000000000003,23.57334,16.901639999999997,-0.0039515505540759464,-0.16483516483516086,-0.06026081555245567
832,1000,223.838,0.114,0.217,18.539,1.1436823898456363,3,6,9,26.05,14.866666666666667,35.25,12.1,7.264739999999997,10.45233,-0.27331975560080796,0.17991631799162186,-0.11468712984345754
834,2148,251.78,23.339,0.392,59.261,2.0237728815353635,3,11,14,8.266666666666667,22.2,5.800000000000001,11.599999999999998,11.712539999999997,29.355479999999993,0.45733041575490835,0.4296028880866321,0.44762578107101164
835,15774,238.93,53.523,0.262,74.606,3.811986272341638,12,54,66,12.725,17.125925925925927,10.8,14.399999999999999,12.305579999999997,15.789690000000002,0.14743013120753876,0.12401055408970553,0.13923327921629713
836,13793,189.456,24.139,0.323,69.503,2.8805796732572557,16,46,62,14.596874999999999,13.786956521739132,11.125,10.275,17.754135,16.67925,-0.0285345013283539,-0.03121636167922412,-0.029473152451158474
837,14775,159.759,22.776,0.268,130.108,6.499022946791842,49,183,232,17.212244897959184,19.785792349726776,16.2,16.099999999999998,10.97124,21.942479999999996,0.06955902645696387,0.3333333333333231,0.1618800338636896
838,15788,161.012,63.79,0.365,35.814,1.3135264674699336,3,4,7,14.549999999999997,13.524999999999999,14.25,15.399999999999999,16.45686,0.9636900000000005,-0.03650934995547506,-0.8893617021276087,-0.33500767321572184
839,17555,215.738,52.236,0.392,91.919,3.1390489444634597,5,47,52,8.860000000000001,11.582978723404258,10.100000000000001,8.2,6.968219999999999,11.119499999999999,0.1331987260881266,0.22950819672129882,0.1669070408097369
840,13145,174.125,17.556,0.389,108.531,3.7349351598481237,12,74,86,26.6375,14.227027027027024,21.35,11.7,24.425835,16.642184999999998,-0.30369794723831306,-0.18953068592057304,-0.2637394057771041
842,5425,179.143,35.948,0.369,73.362,2.661482775269575,3,33,36,11.833333333333334,15.23939393939394,8.600000000000001,12.0,19.42206,13.343399999999999,0.12581150660398013,-0.18552036199094454,0.016845352595756508
844,11588,168.093,11.202,0.306,98.487,4.308601671328064,22,85,107,43.461363636363636,18.341764705882355,21.175,13.6,19.162605,19.86684,-0.40644542767117803,0.01804368471035093,-0.2578742383376429
845,11539,155.168,10.466,0.25,103.696,5.5526571517650325,34,114,148,14.629411764705884,18.535087719298243,10.45,14.3,16.086209999999998,20.7564,0.11776676914650933,0.1267605633802783,0.12091459712832847
846,15786,237.31,47.275,0.298,111.234,4.996894199929591,33,100,133,13.751515151515152,14.412,9.9,10.8,16.308599999999995,14.751869999999998,0.023451790194921475,-0.050119331742241716,-0.002298102483085639
847,76,208.356,0.29,0.312,37.83,1.6231573051311288,3,12,15,5.1,10.216666666666665,4.3,7.9,9.48864,6.07866,0.33405875952119685,-0.21904761904760497,0.14047152702211624
848,16573,171.845,46.286,0.373,65.654,2.356303467810821,6,33,39,20.7,20.893939393939394,18.65,13.5,10.378199999999996,18.977279999999997,0.004662683957452927,0.29292929292928305,0.10555599709759346
849,8920,230.405,6.565,0.334,39.689,1.5907522756552719,3,11,14,22.166666666666668,11.045454545454545,21.1,3.7,24.31464,5.9304,-0.3348540145985301,-0.6078431372548819,-0.43040020752825325
851,16334,157.27,54.716,0.367,52.685,1.9217628050413447,4,11,15,9.4,11.309090909090909,7.050000000000001,12.0,10.45233,15.863819999999999,0.09218612818261183,0.20563380281689356,0.13189281430461045
852,16320,222.239,55.753,0.222,47.685,2.875462286437369,9,31,40,10.822222222222223,13.10967741935484,7.699999999999999,10.299999999999999,10.674719999999999,16.753380000000003,0.0955818481353862,0.22162162162161372,0.13969576885556584
853,10254,246.299,34.927,0.381,129.242,4.541063320718832,14,87,101,28.028571428571432,14.025287356321835,19.45,11.799999999999999,10.748849999999997,15.863819999999999,-0.33298452215470825,0.19220055710305695,-0.14916974441449043
854,5720,151.546,37.209,0.231,63.422,3.675418667595892,14,63,77,14.32142857142857,14.196825396825398,10.350000000000001,9.2,18.5325,15.27078,-0.004369242757353703,-0.09649122807017253,-0.03661193761684029
855,16258,171.112,60.186,0.317,63.67,2.6887749355803177,6,25,31,18.866666666666664,16.098,17.7,12.85,3.4099799999999982,16.60512,-0.0791847007455122,0.6592592592592266,0.17927068525614634
859,13716,153.984,24.079,0.278,106.683,5.137233279931891,31,112,143,12.048387096774196,17.064285714285713,9.3,13.7,10.822980000000001,18.75489,0.1722926180658275,0.2681704260651538,0.2058498508655917
860,11593,163.879,13.021,0.359,70.976,2.6466464782238637,8,35,43,10.25,14.059999999999999,8.1,11.7,4.96671,13.343399999999997,0.15672562731385611,0.457489878542485,0.26199311524387625
863,13650,199.893,21.312,0.318,111.297,4.685276239102101,28,84,112,13.71428571428571,14.891666666666666,10.275,11.8,15.900885,19.199669999999998,0.04115860002496852,0.09398099260823377,0.059646437429111354
864,15678,153.707,55.128,0.397,88.565,2.986417237091348,8,37,45,13.4875,9.1,10.3,7.7,15.27078,11.41602,-0.19424460431653823,-0.14444444444443907,-0.1768145483613035
865,12698,143.945,60.364,0.279,48.253,2.3152557940950333,7,22,29,8.742857142857144,12.386363636363638,3.0999999999999996,10.1,6.968219999999999,11.786669999999999,0.1724392267740169,0.25691699604741725,0.20200644601970702
866,14805,177.178,18.264,0.268,87.84,4.38769465095302,24,95,119,21.65833333333333,15.643684210526319,20.150000000000002,14.450000000000001,18.16185,21.27531,-0.16124192520511357,0.07894736842105061,-0.0771756724359561
869,11396,222.719,8.049,0.256,31.398,1.641877998276649,3,9,12,7.333333333333333,20.733333333333334,5.3,17.900000000000002,1.186080000000001,26.686800000000005,0.47743467933489997,0.9148936170212438,0.6305453075251203
870,10263,243.328,32.844,0.316,88.998,3.7702663145520092,15,52,67,15.306666666666663,16.01923076923077,14.2,15.799999999999999,9.933419999999998,13.121009999999998,0.022746805706754705,0.13826366559484934,0.06317770666758782
872,14303,251.939,44.934,0.327,58.456,2.393096464043514,6,34,40,6.133333333333333,13.773529411764706,7.699999999999999,11.399999999999999,5.337359999999999,18.977279999999997,0.38379709431172665,0.5609756097560744,0.44580957471724836
873,15235,167.729,30.186,0.286,86.672,4.056875205834481,14,68,82,17.914285714285718,18.730882352941176,19.8,18.7,18.60663,21.349439999999998,0.02228388302537894,0.06864564007420976,0.03851049799246972
874,1643,246.005,16.577,0.37,61.867,2.2383922651779895,4,13,17,21.450000000000003,11.634615384615387,20.950000000000003,9.900000000000002,15.19665,13.936439999999997,-0.2966751918158478,-0.04325699745546935,-0.20797882378971533
875,14329,250.228,37.311,0.289,78.816,3.65086194588421,18,47,65,10.31111111111111,18.45957446808511,9.800000000000002,15.6,13.63992,20.608139999999995,0.2832210353327758,0.2034632034631974,0.25530579417842336
876,11538,148.655,10.001,0.339,62.426,2.4651575082593644,3,41,44,45.06666666666666,16.15609756097561,23.099999999999998,12.0,38.84412,19.57032,-0.4722192712206445,-0.32994923857867453,-0.422424759795955
877,17014,157.621,60.424,0.306,91.845,4.018027968189974,19,66,85,15.771052631578947,13.400757575757577,7.75,11.825,10.89711,14.15883,-0.08125293010528274,0.13017751479289424,-0.007252274390920799
880,16444,178.224,56.45,0.381,104.125,3.6585492198344842,22,53,75,16.477272727272727,21.57547169811321,14.85,18.3,11.19363,15.19665,0.13397716900122483,0.1516853932584212,0.14017504749124357
881,13568,211.248,17.481,0.268,128.977,6.442528381101635,44,160,204,13.738636363636367,12.783125,12.525,11.2,17.828265,16.864575,-0.0360274474434575,-0.02777777777777697,-0.033140063060469314
882,16302,215.884,58.535,0.393,82.097,2.796492123068131,14,31,45,10.485714285714286,13.906451612903227,10.15,11.299999999999999,13.93644,18.235979999999998,0.14023917930890592,0.13364055299538752,0.13792966009917448
883,17559,228.771,55.693,0.37,93.797,3.3936424797856675,4,47,51,7.875000000000001,19.46808510638298,7.9,14.4,5.114969999999999,18.087719999999994,0.42398599358037553,0.55910543130988,0.4712777967857021
884,13750,182.593,21.721,0.346,87.016,3.366680318533826,15,63,78,10.123333333333333,14.507142857142856,9.649999999999999,10.5,15.937949999999999,16.901639999999997,0.17798314128836956,0.02934537246049566,0.1259599221986137
885,977,223.621,0.277,0.358,44.373,1.6592607061126206,7,10,17,18.05,15.530000000000001,16.45,16.95,20.311619999999998,16.3086,-0.07504466944609663,-0.10931174089068527,-0.08703814445170266
886,13784,214.5,22.751,0.223,61.506,3.692253273890073,17,55,72,12.461764705882352,14.485454545454544,11.85,12.05,15.715560000000002,12.08319,0.07509828085403353,-0.13066666666666202,0.003080549221790088
887,8606,176.481,6.246,0.259,59.168,3.058200738128365,11,35,46,28.90909090909091,18.22285714285714,19.8,13.75,13.78818,15.122519999999998,-0.22673015243196298,0.04615384615384447,-0.13122075292693036
888,10149,259.79,33.233,0.401,36.797,1.2284200705845725,3,6,9,4.566666666666666,16.783333333333335,4.399999999999999,15.3,7.264739999999997,7.264739999999997,0.5722092115534472,0.0,0.37193598750974066
889,4608,134.362,44.955,0.341,77.459,3.040859611165514,6,48,54,8.783333333333333,13.127083333333331,6.15,12.25,9.11799,16.60512,0.19825045164970093,0.29106628242073795,0.23073599241956388
890,10524,218.028,39.67,0.396,64.194,2.1700918472474786,5,20,25,17.2,15.460000000000003,16.2,16.65,13.491659999999996,7.857780000000001,-0.05327617881200071,-0.26388888888887635,-0.12699062733890717
893,13580,222.327,20.649,0.404,46.505,1.5409805139353505,4,11,15,5.175000000000001,6.05,2.45,3.75,0.2223900000000005,4.4478,0.07795100222716446,0.9047619047617107,0.3673348181142556
895,13586,138.091,21.378,0.309,84.926,3.6792648662614016,18,63,81,10.666666666666668,18.69365079365079,6.5,16.099999999999998,11.786669999999996,18.680759999999996,0.2733956857868749,0.22627737226276637,0.2569042760534369
896,12003,226.555,11.408,0.261,64.132,3.289373126126146,15,44,59,12.586666666666668,16.593181818181822,8.5,12.8,8.8956,17.828265,0.13730417940982054,0.33425797503466154,0.20623800787851487
897,14333,243.816,46.729,0.373,109.434,3.927555269997401,23,65,88,10.378260869565215,15.990769230769232,8.700000000000001,12.599999999999998,13.343399999999999,18.087719999999997,0.21284470228325228,0.15094339622641026,0.19117924516335758
898,14304,249.815,45.525,0.217,24.932,1.5380705185625656,4,18,22,10.0,12.261111111111113,7.699999999999999,7.550000000000001,8.74734,11.71254,0.10157224856500674,0.14492753623187707,0.11674659924841135
899,7758,125.73,5.239,0.26,28.667,1.4760047729165449,3,10,13,10.233333333333334,14.029999999999998,6.4,3.8499999999999996,7.857780000000001,5.708009999999999,0.15647753812336201,-0.15846994535517972,0.046245918905872416
900,12062,141.818,12.303,0.313,90.239,3.859480044997937,13,61,74,16.161538461538463,23.314754098360652,12.7,22.5,20.7564,25.35246,0.18120282257935239,0.09967845659163774,0.15266929448365227
901,4281,123.624,26.43,0.254,40.749,2.1476430563126345,7,22,29,19.24285714285714,13.936363636363637,12.4,10.4,26.242020000000004,15.641429999999998,-0.1599342414278955,-0.2530973451327374,-0.19254132772459015
902,13679,148.631,20.221,0.231,54.928,3.183176130896332,9,33,42,14.555555555555555,9.406060606060606,11.5,6.0,16.16034,9.34038,-0.21490599443553607,-0.2674418604651059,-0.2332935475458855
903,13743,216.364,14.359,0.285,110.835,5.2060810971737,28,119,147,16.139285714285712,12.547899159663862,12.9,10.55,20.385749999999998,15.937949999999999,-0.12519132045901837,-0.12244897959183335,-0.1242315011555036
904,12064,150.95,16.709,0.399,73.555,2.4678466388428846,5,22,27,12.459999999999999,16.650000000000002,12.7,16.15,13.936439999999997,21.12705,0.14393679148058602,0.2050739957716644,0.16533481298246344
905,13177,202.153,15.377,0.225,49.781,2.9618288680589315,8,31,39,24.518749999999997,11.875806451612902,23.0,10.1,8.339625,15.715560000000002,-0.3473855647944419,0.30662557781200583,-0.1184816648821852
906,11662,171.606,7.872,0.377,96.663,3.432399126820866,6,41,47,9.625,25.48170731707317,7.6,18.8,15.530235,25.055939999999996,0.4516717325227834,0.2347031963470261,0.3757327448612684
907,14091,209.218,23.976,0.331,51.506,2.0830931611943546,8,23,31,13.7875,13.347826086956522,8.049999999999999,12.6,14.38122,10.822980000000001,-0.01620300827174528,-0.14117647058822969,-0.05994372008251482
908,16422,158.47,50.565,0.315,77.48,3.292743655743672,13,48,61,10.96923076923077,9.149999999999999,12.100000000000001,7.700000000000001,12.602099999999995,8.67321,-0.09042248136111201,-0.1846689895470295,-0.12340875922618313
910,10385,130.162,55.666,0.309,35.463,1.536370133436499,3,7,10,10.066666666666666,14.142857142857142,7.8999999999999995,10.1,16.901639999999997,5.78214,0.16837136113295922,-0.4901960784313509,-0.062127242714549294
911,2082,252.433,23.29,0.222,36.146,2.1796468450364923,5,15,20,33.4,28.14,16.900000000000002,15.3,28.1694,26.538539999999998,-0.08547286317841912,-0.029810298102980522,-0.06599096540201561
912,16628,216.657,53.152,0.305,61.366,2.6934371116897577,3,26,29,6.7,8.4,5.0,7.75,2.5204199999999988,7.6353899999999975,0.11258278145694618,0.5036496350364469,0.2494561802097714
913,16377,180.765,50.635,0.314,80.763,3.4431953098510832,18,39,57,33.18333333333333,18.616666666666667,36.099999999999994,15.8,21.868349999999996,11.119499999999999,-0.2812097812097757,-0.32584269662920357,-0.29683130160657545
914,15127,174.941,36.198,0.325,83.64,3.4451610341295513,17,53,70,16.93529411764706,15.141509433962264,12.7,12.100000000000001,11.41602,14.825999999999999,-0.0559215534303057,0.12994350282485378,0.009131216259000118
915,14106,145.078,25.08,0.23,43.286,2.5194078748509563,14,35,49,11.407142857142857,13.585714285714284,9.75,7.800000000000001,16.012079999999997,10.526459999999998,0.08716776221777298,-0.20670391061451734,-0.015687323273528633
916,11070,255.112,36.443,0.376,80.111,2.8522209886238183,7,36,43,21.9,12.76666666666667,11.099999999999998,7.799999999999999,18.977279999999997,14.0847,-0.2634615384615307,-0.1479820627802645,-0.22304372197308753
917,5432,169.238,38.263,0.398,58.735,1.9755715550303448,3,23,26,13.933333333333332,16.47826086956522,12.0,9.099999999999998,12.30558,13.195139999999997,0.08368280594738584,0.03488372093023104,0.06660312619138166
918,15325,156.694,21.82,0.36,73.009,2.71489328041967,13,38,51,16.376923076923077,16.413157894736845,19.0,13.6,19.273799999999998,18.310109999999998,0.0011050542340863224,-0.025641025641024953,-0.008256073722202623
919,13823,166.286,19.892,0.345,85.286,3.3093104778225246,17,50,67,32.59411764705882,18.233999999999998,37.5,16.65,25.055940000000003,18.754889999999996,-0.2825231055529654,-0.14382402707275493,-0.23397842808489175
920,5553,175.939,30.706,0.349,66.948,2.5679764928111264,9,36,45,11.899999999999999,15.716666666666669,9.600000000000001,13.600000000000001,10.526460000000002,12.898619999999998,0.13820156910077966,0.10126582278480561,0.12527405789018875
921,12280,210.795,8.924,0.35,73.233,2.80102925305845,8,31,39,12.875,11.080645161290322,10.75,9.55,19.051409999999997,13.19514,-0.07490321494697554,-0.18160919540229312,-0.11225030810633668
922,12727,139.016,57.568,0.326,74.187,3.0464150527041443,11,33,44,14.336363636363638,15.160606060606058,12.899999999999999,12.399999999999999,15.567300000000005,11.564279999999998,0.027943291555371855,-0.14754098360655216,-0.033476204751301544
923,16321,235.452,50.935,0.411,30.715,1.0004319688384404,3,5,8,17.733333333333338,35.46,14.700000000000001,26.6,21.94248,61.231379999999994,0.3332497806742636,0.4723707664884079,0.3819421257092141
924,15631,173.776,25.748,0.336,82.524,3.287909510275927,18,53,71,15.672222222222224,16.181132075471698,12.75,14.7,14.97426,14.232960000000002,0.01597664875395246,-0.025380710659897512,0.0015015729591049687
925,16733,181.921,42.467,0.388,78.343,2.7030080296713366,10,24,34,14.199999999999998,13.049999999999999,9.95,12.299999999999999,17.198159999999998,17.049899999999997,-0.04220183486238373,-0.004329004329004218,-0.0289463441757009
927,5557,178.193,32.055,0.272,51.857,2.552215535845511,7,30,37,17.24285714285714,14.99666666666667,19.3,13.2,3.409980000000001,15.863819999999999,-0.069671949544331,0.6461538461538125,0.18086707895001924
928,13113,202.433,16.774,0.277,48.103,2.3247232378941587,5,28,33,19.02,13.426785714285716,18.85,10.05,4.744320000000001,18.23598,-0.1723811515558388,0.5870967741935228,0.09343612245643773
929,10515,223.997,39.073,0.32,57.022,2.3854555632264747,3,27,30,11.200000000000001,14.481481481481481,13.100000000000001,12.200000000000001,9.933419999999998,14.826000000000002,0.12777617536774807,0.19760479041915388,0.1522161906357401
930,16653,187.249,47.983,0.342,65.58,2.566989957689743,9,37,46,17.75,18.749999999999996,20.7,17.6,20.756400000000003,20.97879,0.027397260273971755,0.005328596802841723,0.01967322805907624
931,10864,134.257,29.278,0.348,37.456,1.440857448062367,4,10,14,5.775,14.819999999999999,4.0,13.25,5.9304,20.163359999999997,0.4391842680261986,0.5454545454545247,0.4763788651261127
932,15591,186.142,28.89,0.401,56.506,1.8863794469237125,3,15,18,15.166666666666666,10.526666666666667,15.4,7.0,10.378199999999996,12.009060000000002,-0.18059159314996698,0.0728476821192023,-0.09188784680575773
934,13877,138.152,33.076,0.295,65.171,2.9574079254293433,10,30,40,11.86,9.919999999999998,8.299999999999999,8.0,12.824489999999997,11.490149999999998,-0.08907254361799415,-0.05487804878048552,-0.07710447042486612
935,11636,183.122,13.864,0.304,42.263,1.8610823979044193,5,13,18,5.8,12.630769230769232,3.6999999999999997,12.7,6.226919999999999,16.08621,0.3706176961602471,0.44186046511625937,0.3955526652948514
936,13483,213.332,25.608,0.309,47.703,2.066645926044647,5,22,27,11.750000000000002,20.304545454545455,5.75,20.4,11.93493,12.565034999999998,0.26687464549063256,0.02571860816943914,0.18247003242821486
937,12815,140.367,61.99,0.264,24.681,1.2515196953433736,3,3,6,17.233333333333334,5.033333333333333,13.100000000000001,1.6,13.936440000000003,1.3343399999999999,-0.547904191616742,-0.8252427184465481,-0.6449726760071741
940,7643,142.387,5.638,0.396,50.436,1.7049997259521734,3,15,18,29.46666666666667,12.433333333333334,19.5,6.1,8.74734,13.195139999999997,-0.40652346857596483,0.2027027027026934,-0.1932943086284345
941,15125,164.754,32.928,0.394,64.703,2.1984017397854294,4,21,25,22.675,18.30952380952381,24.1,13.4,16.97577,19.273799999999998,-0.10651523513521104,0.06339468302658303,-0.04704676377858312
943,17438,196.553,60.554,0.292,71.219,3.2650653894685457,10,42,52,13.219999999999999,13.55238095238095,9.45,9.4,14.52948,16.75338,0.012415068834263675,0.07109004739336268,0.03295131132994833
945,2029,253.291,22.32,0.349,47.233,1.8117529080024488,3,9,12,51.26666666666666,31.522222222222222,62.5,18.2,25.50072,42.10584,-0.23849147765400325,0.24561403508771568,-0.06905454819440164
946,12965,144.513,61.392,0.37,51.414,1.860195256305642,5,12,17,11.16,13.941666666666668,11.100000000000001,10.775,7.561259999999996,19.34793,0.11081601487284606,0.4380165289256038,0.22533619479131126
947,16431,197.126,49.464,0.326,60.838,2.498251701462719,8,31,39,20.425,12.051612903225806,19.3,9.8,21.20118,13.046879999999998,-0.2578282138511505,-0.23809523809523125,-0.2509216723365788
950,14277,156.26,18.601,0.223,54.696,3.2834436488910255,11,37,48,14.41818181818182,16.924324324324324,12.2,17.5,14.677740000000002,14.381219999999999,0.07995986328430958,-0.010204081632652807,0.04840248256337275
951,8865,184.833,6.823,0.39,72.547,2.490197050284917,7,15,22,15.521428571428572,19.79666666666667,20.05,17.25,29.355479999999993,24.018119999999996,0.12104950922230276,-0.09999999999999808,0.04368218099449747
952,16380,188.231,53.323,0.37,78.623,2.844636317666754,13,25,38,24.969230769230766,19.202,24.4,17.1,17.93946,14.0847,-0.13056531748823327,-0.12037037037036662,-0.12699708599697995
953,17622,225.146,48.889,0.331,87.418,3.5355072800312213,13,63,76,16.23076923076923,16.203174603174606,9.600000000000001,13.9,16.901639999999997,17.494679999999995,-0.0008507947024852358,0.017241379310344286,0.005481466202005097
954,12455,230.221,12.59,0.381,57.114,2.006764755261721,3,11,14,4.916666666666667,8.131818181818181,6.649999999999999,6.850000000000001,10.081679999999999,7.857780000000001,0.2464003715745282,-0.1239669421487533,0.1167718117713797
955,13752,203.972,21.965,0.324,81.035,3.348162204945934,6,47,53,10.616666666666665,13.88191489361702,10.475,11.35,11.193629999999999,17.198159999999998,0.13328315432938115,0.21148825065273408,0.16065493804255468
958,8619,217.624,7.048,0.329,59.897,2.437182417333105,4,38,42,13.899999999999999,14.406578947368422,7.65,11.525,8.82147,14.825999999999999,0.01789615581276381,0.2539184952977949,0.1005039746325247
962,254,232.596,0.99,0.322,28.823,1.1982906577651158,4,5,9,14.15,29.52,11.750000000000002,13.399999999999999,9.636899999999999,20.904659999999996,0.35195786581176197,0.36893203883493936,0.357898826369874
963,14767,193.507,27.325,0.22,34.965,2.1275986944296132,7,19,26,23.678571428571427,14.389473684210525,15.0,13.1,26.316149999999997,18.38424,-0.24401299611893373,-0.17744610281923315,-0.22071458346403852
964,12098,134.782,10.919,0.321,60.412,2.5193995341254904,8,28,36,10.875,19.42142857142857,9.6,17.85,11.34189,20.978789999999996,0.2820935989626218,0.2981651376146696,0.28771863749083854
965,12219,186.736,12.092,0.326,73.28,3.0091700036685634,4,21,25,15.6,12.56190476190476,14.75,10.350000000000001,10.00755,13.639920000000004,-0.10787960771051366,0.1536050156739748,-0.016359989525942704
966,15292,168.821,27.207,0.392,78.646,2.6857738148399486,7,32,39,17.728571428571428,24.1,17.5,22.799999999999997,7.116479999999998,18.5325,0.1523224043715811,0.4450867052022948,0.2547899096623309
967,16696,193.474,44.31,0.349,53.518,2.0528315400350405,9,23,32,10.577777777777776,12.291304347826086,8.1,13.5,10.3782,10.08168,0.074927649506746,-0.014492753623187662,0.043630508411269225
969,14097,138.654,20.509,0.301,75.82,3.372066633559398,10,58,68,9.95,20.275862068965516,5.85,19.049999999999997,6.74583,18.5325,0.34162340995948903,0.4662756598240285,0.3852516974120779
971,17705,223.611,56.323,0.242,38.548,2.1323836686783593,4,15,19,14.375,10.813333333333334,14.349999999999998,7.100000000000001,2.372159999999999,12.750359999999999,-0.14140144246674483,0.6862745098038763,0.14828514082797253
973,12493,143.528,13.307,0.348,48.005,1.8466563913454166,7,12,19,11.371428571428572,18.8,9.5,20.65,17.93946,26.242019999999997,0.24621212121211308,0.187919463087244,0.2258096908684089
974,10173,258.022,30.071,0.243,34.589,1.905507208932353,6,13,19,23.03333333333333,19.115384615384617,21.15,19.099999999999998,16.38272999999999,15.270779999999995,-0.09295534736585731,-0.0351288056206077,-0.07271605775501995
976,3828,119.898,20.972,0.32,92.396,3.8652897516725715,14,44,58,15.007142857142856,17.87727272727273,7.899999999999999,16.5,13.121009999999998,21.349439999999998,0.08727933335965936,0.2387096774193479,0.14027995378055036
977,11410,155.659,7.973,0.396,60.146,2.0332483447759424,4,14,18,30.475,15.978571428571426,31.35,12.999999999999998,10.526459999999997,16.160339999999998,-0.3120627354501356,0.2111111111111033,-0.12895188915370198
978,16693,196.785,46.319,0.291,60.039,2.761972336919059,7,41,48,13.714285714285712,15.356097560975607,11.399999999999999,13.2,20.608139999999995,15.27078,0.05647713107680313,-0.14876033057850813,-0.015355980502555808
979,9716,247.518,32.792,0.39,84.799,2.9107505433320564,3,29,32,30.833333333333332,19.162068965517243,14.6,14.0,34.69284,15.419039999999999,-0.23344675372447565,-0.38461538461537687,-0.2863557745362911
980,12761,144.184,48.91,0.371,115.395,4.16381998445231,13,73,86,13.700000000000001,12.29178082191781,8.3,9.2,14.232960000000002,14.825999999999999,-0.05417940339411617,0.02040816326530531,-0.028073755063318658
981,9487,256.62,36.08,0.317,54.635,2.307228186044144,10,17,27,23.259999999999998,16.258823529411767,16.550000000000004,9.8,24.53703,14.974260000000001,-0.17716054895656116,-0.24202626641650418,-0.19986355006754122
982,16391,166.353,47.518,0.257,65.697,3.4220888274764256,13,57,70,11.838461538461537,14.826315789473682,10.5,12.399999999999999,10.971239999999998,13.04688,0.11205247335337103,0.08641975308641625,0.10308102125993686
984,14070,219.789,23.701,0.373,59.855,2.1481789999972074,8,21,29,12.2375,17.585714285714285,9.274999999999999,13.899999999999999,6.449309999999996,14.900129999999997,0.17933057900723903,0.39583333333331494,0.2551065430213656
985,11993,211.491,13.936,0.383,91.207,3.1879262109573334,9,41,50,9.61111111111111,12.13048780487805,6.25,11.25,12.898619999999998,15.122520000000002,0.11587816993137649,0.07936507936507668,0.10309858823317156
986,12484,134.959,12.221,0.286,55.428,2.5944304839970647,13,30,43,13.007692307692308,21.706666666666663,14.600000000000001,19.85,7.857780000000006,23.128559999999997,0.2505872099035278,0.49282296650716084,0.3353697247147993
988,8630,165.795,6.683,0.4,55.68,1.8634515206123972,3,16,19,29.416666666666668,23.950000000000003,34.449999999999996,20.9,6.078660000000002,10.15581,-0.10243597751405174,0.25114155251139997,0.021316157994856352
990,1895,247.842,16.137,0.337,53.58,2.1283922642828075,3,9,12,14.333333333333334,19.45555555555556,15.2,22.500000000000004,5.1891,18.532499999999995,0.15159487010851252,0.5624999999999762,0.2954116655705248
991,17694,223.29,45.646,0.216,37.576,2.3288185909739325,13,24,37,13.515384615384615,15.483333333333334,8.9,11.600000000000001,17.049899999999997,16.67925,0.06786330076484141,-0.010989010989010596,0.04026499165099321
992,11078,240.641,39.128,0.264,63.356,3.212644618053352,7,45,52,10.142857142857142,16.724444444444444,8.2,16.0,14.38122,11.860800000000005,0.24496644295301104,-0.09604519774010918,0.12561236871041898
993,5735,161.94,42.263,0.363,66.283,2.444411931635151,5,26,31,17.22,13.55384615384615,17.7,12.55,22.832039999999996,13.046879999999998,-0.11913213018046916,-0.2727272727272651,-0.17289043007184773
994,16555,220.702,55.901,0.27,50.444,2.501062912563105,7,30,37,11.814285714285715,9.860000000000003,7.699999999999999,7.95,6.968219999999999,12.08319,-0.09016609543896224,0.2684824902723596,0.035360909560000396
995,15199,150.638,28.543,0.308,57.703,2.5079942690582815,11,33,44,28.318181818181813,18.984848484848484,18.499999999999996,15.9,11.119499999999999,20.0151,-0.19730941704035448,0.2857142857142766,-0.028251121076233607
996,13132,144.48,33.909,0.23,54.042,3.1454474974055207,4,45,49,17.674999999999997,12.468888888888884,13.649999999999999,9.600000000000001,11.638409999999999,9.488639999999997,-0.17270867505851004,-0.10175438596490757,-0.14787467387574918
997,87,221.96,0.289,0.391,45.034,1.541851790635173,4,6,10,15.775,18.883333333333336,14.1,15.75,12.08319,18.60663,0.08968502043760267,0.212560386473423,0.13269139855013978
998,12674,130.262,57.878,0.393,51.218,1.7446524667077183,9,12,21,17.111111111111107,16.075,16.2,10.1,14.52948,18.087719999999997,-0.031221227086296783,0.10909090909090569,0.017888020575724074
999,11423,194.57,7.831,0.238,44.743,2.5166742546472185,7,31,38,34.01428571428572,24.38548387096774,31.7,23.35,10.674719999999999,16.23447,-0.16487739440926127,0.2066115702479263,-0.03485625677924563
1000,16260,159.768,53.098,0.224,74.446,4.44910046899087,29,82,111,12.517241379310345,11.803048780487805,12.5,9.899999999999999,11.564279999999995,10.22994,-0.029366121626422194,-0.061224489795915375,-0.040516550485744804
1001,13653,180.39,24.866,0.398,57.727,1.9416671347107632,9,21,30,10.322222222222223,16.58095238095238,10.3,15.299999999999997,13.788179999999997,20.90466,0.23263909375183506,0.2051282051281993,0.22301028273356255
1002,14423,251.775,43.335,0.393,76.329,2.6000151925364796,8,28,36,12.625,12.078571428571427,11.0,8.95,17.939459999999997,13.714049999999999,-0.022119415931761477,-0.13348946135830958,-0.06109893183105331
