idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index
439,18504,246.46,45.917,0.654,60.644,1.2413348669551019,3,6,9,16.433333333333334,6.0,17.7,6.450000000000001,12.75036,4.077149999999999,-0.4650817236255365,-0.5154185022026126,-0.4826995961275131
440,19161,169.499,21.085,0.457,51.02,1.494524770832461,3,9,12,15.733333333333334,17.977777777777774,17.5,13.200000000000001,17.49468,16.75338,0.06657877389584496,-0.021645021645020985,0.03570044545654188
449,15569,163.038,16.286,0.647,86.047,1.7803701988192067,7,15,22,15.628571428571428,14.82666666666667,10.6,9.9,18.829019999999996,8.74734,-0.026330602289072757,-0.3655913978494491,-0.14507188073520447
452,14660,195.635,8.386,0.485,62.582,1.727374734313382,6,8,14,30.233333333333338,31.137500000000003,25.45,30.55,12.009059999999998,11.04537,0.014732839975558154,-0.041800643086814825,-0.005053879096272388
453,19826,176.846,28.83,0.472,61.544,1.7455109765331154,8,19,27,17.0625,13.757894736842108,14.150000000000002,11.100000000000001,4.89258,13.343399999999999,-0.10722138023779182,0.4634146341463162,0.09250122479664598
461,17264,147.092,32.487,0.654,65.292,1.3364757623710921,5,5,10,19.759999999999998,8.4,18.7,9.2,16.901639999999997,6.37518,-0.40340909090907656,-0.45222929936303785,-0.42049616386796296
465,15280,176.394,8.144,0.51,39.461,1.035802068611756,3,5,8,30.399999999999995,22.860000000000003,29.1,14.7,13.78818,17.049899999999997,-0.14156965828013238,0.10576923076922724,-0.05500104711285652
467,17327,219.011,25.233,0.568,79.79,1.88052448637161,3,19,22,23.866666666666664,16.89473684210526,23.2,15.399999999999999,35.878919999999994,10.3782,-0.17104243780665848,-0.5512820512820393,-0.3041263025230418
470,19423,164.352,30.684,0.467,48.82,1.3994576416521638,5,7,12,21.68,19.885714285714283,13.4,20.0,11.71254,12.009059999999998,-0.04316744569700206,0.012499999999999368,-0.02368383970305156
472,11055,144.837,3.636,0.543,52.161,1.2859525460757504,4,6,10,19.924999999999997,18.533333333333335,23.15,18.299999999999997,3.9288900000000004,8.22843,-0.03618634886240415,0.35365853658533664,0.10025936104430512
474,7759,121.629,20.919,0.66,54.829,1.112103616157884,3,6,9,12.033333333333333,18.116666666666664,9.899999999999999,17.4,15.567300000000005,16.97577,0.20176893311220992,0.043280182232344776,0.14629787030425712
477,17750,136.408,22.542,0.656,77.837,1.5884045154575266,4,10,14,12.425,8.19,10.2,5.699999999999999,11.04537,8.450819999999998,-0.20543293718165392,-0.13307984790873853,-0.18010935593613353
483,16505,147.605,44.832,0.461,63.315,1.8385885417067767,3,16,19,9.366666666666665,8.23125,9.2,6.35,6.671699999999999,8.1543,-0.06451994791049709,0.09999999999999332,-0.006937966141825451
486,16580,135.279,59.568,0.515,55.3,1.437463300550518,3,7,10,11.0,17.699999999999996,8.8,16.6,4.151280000000001,9.636900000000002,0.23344947735190813,0.39784946236556257,0.2909894721066872
487,14809,177.05,9.084,0.611,77.932,1.7074715454263472,3,16,19,19.633333333333333,19.306250000000002,14.100000000000001,17.35,11.860800000000001,14.75187,-0.008399764592584383,0.1086350974930321,0.032562437137381384
489,21108,180.162,61.338,0.465,54.259,1.5620599440258938,3,11,14,22.96666666666667,30.086363636363636,25.3,30.4,19.71858,22.238999999999997,0.13419962873054148,0.0600706713780904,0.10825449365718359
492,14972,138.876,9.14,0.573,91.767,2.143930860113612,8,17,25,15.762500000000001,26.811764705882354,13.999999999999998,27.299999999999997,11.490150000000002,16.605120000000003,0.25952919638693017,0.18205804749339724,0.23241429427419363
497,18751,255.41,42.768,0.522,48.215,1.236489781046686,4,9,13,23.375,10.57777777777778,22.2,9.5,3.6323699999999985,15.122519999999998,-0.3769123783031877,0.612648221343841,-0.030566168426727686
501,18371,181.486,16.577,0.511,45.207,1.184305240067996,3,3,6,11.783333333333333,14.183333333333332,7.000000000000001,12.5,17.12403,12.527969999999998,0.09242618741976533,-0.1549999999999949,0.005827021822849256
502,11892,128.453,5.776,0.519,56.254,1.4509916539395191,3,9,12,22.566666666666666,28.044444444444444,20.6,15.200000000000003,20.90466,23.276820000000004,0.10823271130625471,0.05369127516778411,0.08914320865779
503,12841,258.721,32.779,0.594,72.932,1.6436545326505398,4,11,15,8.75,24.627272727272725,6.75,22.500000000000004,10.00755,16.160339999999998,0.475691134413713,0.23512747875353202,0.39149385493264965
505,21053,180.94,60.654,0.648,74.638,1.5419271342799694,3,8,11,25.433333333333337,33.38125,25.3,36.5,19.71858,21.275309999999994,0.13513513513513278,0.037974683544302744,0.10112897707834227
509,13763,130.036,58.136,0.55,59.551,1.449456654963282,8,11,19,18.349999999999998,16.3,19.6,17.0,14.30709,19.42206,-0.05916305916305737,0.15164835164834709,0.014620934620934181
512,12867,255.314,30.8,0.613,62.437,1.3635165592300473,3,10,13,11.433333333333332,13.040000000000001,12.799999999999999,12.75,1.927380000000001,20.0151,0.0656496867338574,0.8243243243242868,0.33118580989050767
520,13028,240.773,29.796,0.574,59.756,1.3936332185123856,7,3,10,15.385714285714284,28.366666666666664,16.4,21.8,4.892580000000001,8.154300000000005,0.2966913365258966,0.24999999999998104,0.28034936874182614
530,3421,226.2,29.496,0.533,48.149,1.2093135697144537,4,13,17,21.699999999999996,19.215384615384615,21.45,20.8,4.225410000000002,12.157319999999999,-0.06072570031960738,0.48416289592757206,0.12998530836690542
536,21141,167.675,63.669,0.48,77.157,2.1518547799313144,8,22,30,9.837499999999999,14.70454545454545,9.4,15.35,11.045369999999998,16.012079999999997,0.19831458072879676,0.18356164383560966,0.19315105281618128
542,14740,196.283,8.525,0.648,78.61,1.6239836547837347,4,10,14,25.775,28.790000000000003,21.5,29.45,1.6308599999999993,5.337359999999999,0.05525520021992026,0.531914893616945,0.2220860929088789
543,17058,200.611,17.196,0.514,60.329,1.5712376278431686,4,10,14,10.825000000000001,14.209999999999999,9.35,12.975000000000001,2.223899999999999,17.420549999999995,0.13521070501297636,0.773584905660338,0.3586416752395529
562,19865,175.592,27.445,0.581,66.002,1.5207570091135407,5,18,23,10.620000000000001,12.088888888888889,11.100000000000001,11.65,13.491660000000001,5.33736,0.06468343282121249,-0.43307086614170937,-0.10953057181581013
569,2567,134.088,1.446,0.535,46.205,1.156149660407882,3,4,7,15.266666666666667,20.975,14.4,18.85,1.186080000000001,11.71254,0.15750747298229045,0.8160919540229252,0.38801204134651257
573,21582,179.074,48.823,0.454,38.761,1.1429256606419491,5,7,12,31.830000000000002,29.507142857142856,28.85,25.650000000000002,4.892579999999995,17.49467999999999,-0.03787031861375013,0.5629139072847432,0.17240416045072252
574,4604,214.315,-0.243,0.487,59.519,1.636083738336538,4,7,11,12.55,9.4,13.4,5.0,16.60512,13.56579,-0.14350797266514154,-0.1007371007370974,-0.1285381674903261
579,7249,125.594,35.303,0.656,67.305,1.3734800405060426,3,8,11,5.833333333333333,16.6375,3.0999999999999996,13.25,3.7064999999999997,18.23598,0.4808084554051335,0.6621621621621321,0.544282252770083
587,3478,32.189,-6.105,0.571,73.126,1.714409534295325,3,11,14,31.01666666666667,13.795454545454549,37.95,10.45,11.26776,16.60512,-0.38429807952392964,0.19148936170212075,-0.182772475094812
588,7225,347.344,21.352,0.598,132.644,2.9693766518196525,6,44,50,30.000000000000004,18.78181818181818,23.25,16.65,39.214769999999994,13.936439999999997,-0.22996645546030098,-0.4755927475592658,-0.31593565769493864
592,4240,334.702,12.75,0.64,110.053,2.301975913680362,12,21,33,31.05,18.076190476190476,24.55,15.699999999999996,19.49619,22.090739999999997,-0.26409150390151165,0.06238859180035496,-0.14982347040585833
595,6977,1.322,12.599,0.505,58.704,1.5561633388248286,4,12,16,16.5,25.683333333333337,18.8,28.35,2.2980299999999985,16.530989999999996,0.2177005136309708,0.7559055118109836,0.40607226299397525
596,2119,31.066,3.695,0.532,57.932,1.4577590729533612,6,9,15,24.833333333333332,18.244444444444444,20.55,11.8,21.349439999999998,14.0847,-0.15295331441836116,-0.2050209205020862,-0.17117697654766492
598,5079,14.705,20.643,0.494,93.826,2.542582867586014,8,27,35,10.062500000000002,15.011111111111111,7.5500000000000025,14.8,9.043859999999999,11.416020000000003,0.19736331911592847,0.1159420289855018,0.16886586757027913
600,7580,359.764,29.76,0.463,71.064,2.054695744594216,4,21,25,49.6,45.49047619047619,49.5,47.0,7.709520000000004,16.605120000000003,-0.043216986328809257,0.36585365853657015,0.09995773937407354
602,8776,0.1,-7.353,0.498,53.606,1.4409964890300881,4,7,11,39.625,25.571428571428573,43.2,21.6,3.113459999999997,10.3782,-0.21555738153930099,0.5384615384614989,0.048349240460978965
604,1851,30.896,2.125,0.488,53.798,1.475792068640265,5,8,13,9.960000000000003,14.712499999999999,11.8,9.45,13.195140000000002,12.97275,0.19262336609584776,-0.008498583569404871,0.12223068371300934
612,643,336.658,-0.176,0.578,56.6,1.3108936392169501,3,10,13,11.033333333333333,13.12,12.0,6.35,0.14825999999999948,15.863819999999999,0.0863924924096017,0.9814814814814204,0.39967363858473826
617,2124,37.399,3.74,0.5,32.345,0.8659962562386203,3,3,6,8.366666666666665,17.716666666666665,4.3999999999999995,21.4,4.299539999999999,18.90315,0.35846645367410773,0.6293929712459795,0.45329073482426285
619,7557,7.426,29.591,0.467,76.012,2.178934335462193,5,18,23,36.71999999999999,40.05555555555555,30.599999999999998,34.9,10.822979999999996,18.754889999999996,0.04344554111551657,0.26817042606515396,0.12209925084788965
620,4211,333.512,11.836,0.459,62.852,1.833096295255966,5,13,18,9.059999999999999,30.584615384615383,9.100000000000001,22.799999999999997,8.450820000000002,35.878919999999994,0.5429391905001998,0.6187290969899525,0.5694656577716132
624,8157,7.493,-4.147,0.654,56.221,1.1507995441442314,3,6,9,30.966666666666665,18.55,26.2,15.499999999999998,5.782140000000003,13.417530000000001,-0.25075732076741325,0.39768339768337685,-0.023803069309636743
629,7470,24.754,30.953,0.647,73.719,1.5252956022493878,3,10,13,8.3,22.32,6.900000000000002,25.35,9.636900000000004,14.677739999999996,0.4578706727628851,0.20731707317072287,0.3701769129056283
633,7488,26.764,30.774,0.462,51.729,1.498894171234492,4,9,13,24.900000000000002,38.77777777777778,25.35,39.400000000000006,10.674720000000004,17.346420000000002,0.21793753271679991,0.23809523809522948,0.22499272959925026
634,6564,358.852,12.119,0.571,56.625,1.3275502540747854,3,14,17,20.333333333333332,22.74285714285714,23.599999999999998,23.950000000000003,15.122519999999998,9.340379999999996,0.055936325447710364,-0.23636363636362684,-0.046368661186257654
640,5685,10.833,15.16,0.634,87.737,1.8525604407335503,3,12,15,8.566666666666666,20.591666666666672,9.7,18.65,7.561259999999999,14.751869999999998,0.41240354386966305,0.32225913621261015,0.38085300118969456
643,5050,332.678,22.127,0.461,65.232,1.8942558280441675,5,12,17,23.259999999999998,37.79166666666667,20.9,29.95,29.207220000000003,21.720089999999992,0.23802244000982392,-0.14701601164482997,0.10325898193069506
644,1483,10.375,7.083,0.65,82.699,1.7032004564889989,5,7,12,35.32000000000001,23.58571428571429,36.0,29.2,8.302560000000001,9.785160000000007,-0.19920453994276233,0.08196721311474982,-0.10079442637263308
645,1788,12.986,0.928,0.454,42.112,1.241734873221892,3,5,8,16.46666666666667,16.419999999999998,10.0,23.0,3.4099799999999956,9.933420000000003,-0.0014190147982972526,0.48888888888885285,0.17018875149220525
647,239,323.953,5.365,0.474,74.148,2.0941122773650522,5,12,17,17.81,21.908333333333335,13.649999999999999,21.25,23.57334,23.462145,0.10318492719566698,-0.002364066193853423,0.06624277950933484
648,6402,17.002,28.276,0.605,67.312,1.4894158919381313,3,8,11,19.833333333333332,14.825,17.699999999999996,10.849999999999998,9.933419999999993,13.936439999999997,-0.14450589083913984,0.16770186335403053,-0.03523317687153021
651,4991,29.685,24.915,0.627,58.379,1.2464302315559306,4,8,12,47.47500000000001,32.0,47.95,18.85,16.975770000000004,26.316149999999993,-0.19471531928279098,0.215753424657529,-0.051051258903678995
652,3235,10.316,-3.029,0.637,56.382,1.1848951130836012,4,8,12,20.199999999999996,28.85,20.25,30.6,10.60059,11.638410000000002,0.17635066258919121,0.04666666666666464,0.13096126401630692
655,6958,358.797,10.019,0.542,66.947,1.6535247400861823,3,11,14,19.566666666666666,30.55454545454546,18.0,29.8,18.829019999999996,12.157319999999999,0.21922611850060028,-0.21531100478468201,0.06713812535075149
658,6582,358.776,12.427,0.46,63.747,1.8551574850774375,4,20,24,20.725,26.72,22.75,23.9,7.561259999999999,18.01359,0.12635683422910465,0.4086956521738972,0.225175420509782
661,6142,347.124,21.461,0.471,90.625,2.575763447414075,6,33,39,30.000000000000004,18.703030303030303,23.25,15.999999999999996,39.214769999999994,11.416020000000003,-0.23195619711298684,-0.5490483162518192,-0.34293843881157815
663,3589,36.576,-6.087,0.54,65.156,1.6152491389556904,4,6,10,20.625,12.083333333333334,16.2,11.5,23.573339999999995,6.671699999999997,-0.2611464968152786,-0.5588235294117463,-0.3653334582240423
669,7275,353.433,27.263,0.647,102.018,2.1108209111664302,7,17,24,25.45714285714286,37.39411764705881,34.0,22.7,31.72764,10.229939999999997,0.18992419076651237,-0.5123674911660655,-0.055877897909889854
673,7242,27.784,28.196,0.538,50.874,1.2658798105429203,5,10,15,57.56,42.49,58.10000000000001,39.50000000000001,12.453840000000008,17.494679999999995,-0.1506246876561704,0.16831683168316225,-0.03899515588740399
687,5660,352.546,16.304,0.514,73.861,1.9236715747007953,4,12,16,37.525,15.299999999999999,44.35,11.849999999999998,16.901639999999997,22.313129999999997,-0.42072882158068303,0.13799621928166003,-0.22517505727886294
692,5582,4.016,8.804,0.624,122.153,2.6205859674026275,11,32,43,26.163636363636364,26.36875,26.8,24.299999999999997,5.485619999999999,18.75489,0.003904517775830818,0.5474006116207726,0.1941281506215604
697,7081,6.428,23.126,0.589,79.575,1.8085903776214738,7,13,20,12.771428571428574,17.184615384615384,12.7,21.3,13.788179999999995,7.561260000000002,0.14732208363902652,-0.29166666666665275,-0.006323978967961219
698,7459,20.312,30.406,0.587,76.727,1.7498022873713435,4,11,15,22.875,28.563636363636363,24.749999999999996,24.199999999999996,18.60663,14.677740000000007,0.1105907303494875,-0.11804008908685586,0.030569943546767335
699,5264,334.597,28.274,0.47,69.032,1.966217066686766,5,22,27,82.52000000000001,85.68181818181817,90.19999999999999,77.35,25.500720000000022,20.83052999999999,0.018797764590156623,-0.10079999999999852,-0.02306145301639767
701,7403,353.11,28.761,0.476,73.191,2.0583991392160175,4,22,26,23.974999999999998,45.622727272727275,23.099999999999998,39.75,10.600589999999997,28.9107,0.3110407210266749,0.46341463414632983,0.3643715906185541
707,5059,333.198,21.922,0.538,52.672,1.3106188108054544,4,5,9,23.849999999999998,38.739999999999995,21.650000000000002,24.799999999999997,31.431119999999996,5.782139999999997,0.23789742770410227,-0.6892430278884277,-0.0866017317532832
708,8543,28.531,-7.246,0.638,55.409,1.1626218934170667,4,5,9,7.575,11.9,4.6499999999999995,8.399999999999999,6.8940899999999985,18.532500000000006,0.2220795892169334,0.45772594752184814,0.30455581462365355
711,7525,337.222,30.089,0.633,69.996,1.4802953532347483,3,5,8,138.93333333333334,105.47999999999999,147.70000000000002,93.9,23.27681999999994,42.69888000000002,-0.13687196552288425,0.29438202247190703,0.014066930275292683
714,5524,336.666,24.501,0.518,59.752,1.5441928956923172,4,8,12,59.12499999999999,54.5625,62.849999999999994,51.99999999999999,22.313129999999994,13.269269999999999,-0.040131940626717565,-0.25416666666665944,-0.11504409474069721
715,1940,21.433,2.706,0.615,67.246,1.4637611082504116,4,7,11,34.075,50.41428571428571,35.4,42.9,10.304069999999998,18.829019999999993,0.19338884896647693,0.292620865139939,0.22812005462718865
716,270,322.813,6.959,0.541,56.762,1.404556738439364,3,7,10,10.100000000000001,21.314285714285713,5.800000000000001,20.45,13.63992,8.524949999999999,0.35698044565710546,-0.23076923076922043,0.1512680589078914
719,5613,13.867,22.865,0.598,58.346,1.306137104784758,3,5,8,5.533333333333332,27.28,6.199999999999996,15.0,1.3343400000000083,31.72764,0.6627387240958759,0.9192825112107339,0.7525290495860761
723,4992,18.984,25.096,0.503,58.339,1.5526367407766994,3,12,15,8.433333333333334,23.774999999999995,4.5,17.95,11.712540000000002,12.157320000000004,0.47632600258730723,0.018633540372670086,0.31613364081218426
739,763,349.116,1.179,0.638,77.033,1.6163484689418124,5,8,13,17.700000000000003,12.149999999999999,4.699999999999999,13.25,11.26776,18.90315,-0.18592964824119995,0.2530712530712447,-0.03227933278184433
752,4363,337.811,16.468,0.478,55.635,1.5581133877577598,4,14,18,27.099999999999998,24.20714285714286,26.849999999999998,25.349999999999998,4.521930000000001,12.750359999999995,-0.05638312682722978,0.4763948497853799,0.1300891649871836
767,788,324.32,-0.918,0.487,42.845,1.1777416920484043,3,5,8,17.516666666666666,24.089999999999996,19.05,16.65,4.744319999999998,16.753379999999996,0.1579875020028803,0.5586206896551466,0.29820911768117353
771,925,19.699,-0.394,0.546,60.098,1.473486767475104,4,4,8,59.3,50.925000000000004,55.349999999999994,50.75,4.966710000000002,4.818450000000005,-0.07598094806078401,-0.015151515151513282,-0.05469064654253926
773,4965,27.052,20.911,0.463,73.36,2.121080713489695,5,23,28,17.04,13.14782608695652,15.300000000000004,9.800000000000004,18.977280000000004,15.27078,-0.12893190459729958,-0.10822510822510516,-0.12168452586703153
774,13788,184.439,37.133,0.292,452.732,8.0,55,280,335,13.12,14.454821428571428,9.0,11.95,10.081679999999999,17.902395000000002,0.04840725558383186,0.27947019867548684,0.1292792856659111
776,11176,237.907,8.246,0.384,94.826,3.3057885441659027,5,41,46,11.27,13.789024390243902,10.75,9.100000000000001,12.6021,11.93493,0.1005236417433921,-0.0271903323262829,0.05582375081900585
777,11431,205.52,8.443,0.361,104.894,3.889755544208233,9,52,61,5.511111111111111,12.062499999999998,4.9,8.45,4.00302,11.897864999999998,0.37279696514658434,0.49650349650346515,0.4160942511214926
778,4739,203.474,50.656,0.342,283.073,8.0,77,290,367,13.806493506493505,14.53655172413793,11.399999999999999,11.649999999999999,15.715560000000002,18.23598,0.02575793150325981,0.07423580786025981,0.04272518822820981
779,14307,244.113,52.377,0.401,52.239,1.743931191870736,5,12,17,8.940000000000001,16.658333333333335,9.700000000000001,12.599999999999998,6.8199599999999965,7.190610000000001,0.3015170258480252,0.026455026455024913,0.2052453260604751
780,13222,147.338,43.824,0.327,232.397,8.0,65,268,333,11.18153846153846,12.453731343283584,8.700000000000001,9.149999999999999,13.19514,13.78818,0.053826035930654714,0.021978021978021175,0.04267923104723297
781,11627,167.872,18.274,0.326,255.013,8.0,84,290,374,19.996428571428574,18.98155172413793,17.65,16.15,24.462899999999998,22.498455,-0.02603718406122889,-0.04183109707971493,-0.031565053617699
782,3294,121.868,21.044,0.363,136.068,5.017972069968646,28,80,108,16.467857142857145,18.1375,14.099999999999998,15.25,15.937949999999997,20.0151,0.048248103617316226,0.11340206185566704,0.071051989000739
783,11134,248.111,38.157,0.234,95.646,5.471794998909928,26,109,135,15.761538461538462,15.703669724770641,10.7,11.8,17.939459999999997,16.90164,-0.001839134081845947,-0.029787234042552235,-0.011620969068093146
784,11375,237.146,9.245,0.266,63.442,3.192817479331186,7,32,39,14.564285714285715,13.3671875,14.850000000000001,13.65,14.381220000000003,18.198915,-0.04285839866382018,0.11717861205915445,0.013154555089220935
785,4402,122.937,16.086,0.274,96.976,4.737972844379453,19,99,118,16.436842105263157,18.560606060606062,16.3,15.799999999999997,6.968219999999993,20.7564,0.060683394551435225,0.49732620320853854,0.21350837758142138
786,16634,218.128,50.843,0.349,256.241,8.0,66,297,363,11.074242424242424,15.141750841750843,8.95,13.0,10.674719999999999,15.715559999999998,0.1551537024074741,0.19101123595504896,0.1677038391491253
787,5734,166.96,45.271,0.384,85.837,2.9924173883277647,14,49,63,16.635714285714283,15.095918367346938,13.95,12.5,15.78969,12.75036,-0.048525581245777744,-0.10649350649350275,-0.06881435508248149
788,8541,196.822,17.742,0.294,140.721,6.407527011301146,47,174,221,14.993617021276595,17.541666666666668,10.3,14.924999999999999,16.308600000000002,17.383484999999997,0.07831650308720793,0.0319031903190308,0.06207184361834594
789,14348,225.014,48.016,0.343,195.881,7.644992361789923,77,208,285,14.762337662337663,13.900961538461539,11.600000000000001,11.9,17.7912,14.0847,-0.030051534467186395,-0.11627906976743822,-0.06023117182227453
790,11918,140.498,15.689,0.36,153.077,5.6922806597378655,44,135,179,24.83863636363636,16.177037037037035,24.400000000000002,15.5,15.937949999999999,19.866839999999993,-0.21117779152339625,0.10973084886128043,-0.09885976738875943
791,16394,152.1,47.928,0.286,143.208,6.7031680874693595,49,168,217,10.075510204081633,11.937499999999998,7.8999999999999995,8.600000000000001,11.41602,13.269269999999999,0.08458587801740229,0.07507507507507201,0.0812570969875867
792,6177,174.869,30.699,0.387,121.053,4.187390420800523,26,92,118,12.011538461538462,16.127173913043478,9.3,12.850000000000001,12.453839999999998,14.307090000000002,0.14626239455159204,0.06925207756232445,0.11930878360534838
793,8656,157.222,9.377,0.386,111.418,3.864087188143798,21,51,72,12.461904761904762,16.565686274509808,4.9,13.850000000000001,10.3782,14.232959999999999,0.14137520083760266,0.15662650602409,0.14671315765287324
794,1077,201.227,0.278,0.243,30.145,1.6606873518536467,3,11,14,18.433333333333334,16.87272727272727,18.4,11.099999999999998,26.093759999999996,23.869859999999996,-0.04420221440219603,-0.04451038575667568,-0.04431007437626391
795,5692,142.345,44.537,0.37,150.861,5.4582587731264915,30,114,144,9.146666666666667,13.5,6.75,10.15,10.00755,14.158829999999998,0.19222843685604096,0.17177914110428733,0.1850711833429272
797,16341,167.505,52.932,0.264,93.079,4.7198331397782045,41,100,141,16.73292682926829,13.908999999999997,14.8,10.55,10.971239999999996,12.898619999999998,-0.09215891823652773,0.08074534161490352,-0.0316424272885268
798,14778,168.356,33.312,0.343,116.89,4.562071651510989,14,110,124,18.664285714285715,15.126363636363635,13.65,12.1,21.27531,15.78969,-0.10470121604378069,-0.14799999999999602,-0.11985579042845607
800,2151,252.039,23.261,0.307,65.225,2.8441636113281943,7,25,32,30.628571428571433,24.539999999999996,18.2,17.900000000000002,28.1694,19.866840000000003,-0.1103630431405026,-0.1728395061728358,-0.13222980520181923
801,3404,121.724,19.611,0.354,124.53,4.709226610937841,26,64,90,14.673076923076923,20.5453125,12.5,15.399999999999999,19.422060000000002,22.31313,0.1667377660681756,0.06927175843694325,0.13262466339724427
802,11530,153.07,10.043,0.34,89.634,3.52917117982107,13,57,70,14.13846153846154,20.340350877192986,10.299999999999999,14.5,9.78516,18.087719999999997,0.1798753757514978,0.29787234042552124,0.221174313387406
803,32,213.163,0.265,0.251,31.272,1.6678646320634383,3,12,15,8.466666666666667,17.570833333333336,3.0999999999999996,11.55,8.30256,10.74885,0.34965594495117885,0.12840466926069366,0.27221799845950906
804,13721,201.523,19.37,0.367,167.884,6.123815635599526,45,143,188,12.0,15.844755244755246,10.200000000000001,12.65,16.456860000000002,20.311619999999998,0.13807825606509128,0.10483870967741638,0.12644441482940505
805,12090,137.08,18.098,0.258,98.083,5.0892396055039235,32,108,140,22.428125,18.848148148148148,22.85,16.6,10.971239999999998,19.49619,-0.08673207581029832,0.2798053527980444,0.041556024202621625
806,16283,167.099,61.705,0.381,80.443,2.8264554611394517,9,36,45,12.905555555555557,16.39444444444445,9.55,15.55,10.22994,14.825999999999999,0.11907470610541887,0.18343195266271456,0.14159974240047235
807,1557,246.566,16.463,0.229,38.76,2.2658290963627628,5,13,18,20.9,12.265384615384615,18.7,6.800000000000001,14.529479999999994,12.898619999999998,-0.2603502261393868,-0.05945945945945719,-0.19003845780141143
808,11446,209.67,14.923,0.272,144.821,7.127570166355222,63,213,276,11.45396825396825,13.073004694835682,9.8,10.45,13.93644,15.344909999999999,0.06601044671296537,0.04810126582278316,0.0597422334014016
809,17482,159.774,49.555,0.346,68.431,2.6476199880204585,8,28,36,9.3,11.017857142857144,8.8,9.1,6.745830000000001,11.934930000000003,0.08454912989980251,0.277777777777763,0.15217915665708867
810,16633,191.266,58.545,0.306,103.094,4.510148351598641,18,94,112,17.394444444444446,20.445212765957443,13.3,19.55,19.866839999999996,15.493169999999996,0.08062357184024065,-0.12368972746330892,0.0091139170839983
811,8913,237.81,7.279,0.298,59.999,2.695296897545495,3,24,27,11.450000000000001,9.43125,10.55,7.175,12.157319999999999,5.893335000000002,-0.09667764142471855,-0.34702258726897445,-0.18429837247020808
812,12071,143.357,12.234,0.399,74.066,2.484991219530108,10,20,30,14.89,17.779999999999998,13.45,15.55,9.636899999999999,22.757909999999995,0.0884603611876311,0.40503432494277924,0.19926124850193294
813,4477,122.231,20.813,0.226,60.923,3.608707690922499,19,45,64,15.463157894736844,18.040000000000003,13.599999999999998,14.399999999999999,15.122519999999998,17.049899999999994,0.07691340957647128,0.059907834101380515,0.0709614581601895
815,10199,238.037,44.638,0.287,120.106,5.602239485328622,27,149,176,12.977777777777776,13.33758389261745,9.4,11.600000000000001,10.229939999999997,14.677739999999996,0.013672854637010085,0.17857142857142144,0.07138735551405406
816,4880,179.349,38.639,0.279,49.342,2.3675077485801324,7,19,26,15.214285714285717,11.568421052631578,8.4,9.5,16.01208,14.529479999999998,-0.13612756520029826,-0.04854368932038687,-0.10547320864232927
817,15600,151.298,22.383,0.396,109.486,3.7011975572130957,16,56,72,8.5875,16.485714285714288,6.149999999999999,14.8,8.74734,21.72009,0.31500605369986645,0.4257907542578936,0.35378069889517594
818,11954,220.42,15.921,0.369,126.872,4.602759503067004,21,77,98,11.978571428571428,11.429220779220778,11.15,9.0,10.822979999999998,13.046879999999998,-0.023468708388813948,0.09316770186335017,0.017354035199443493
819,16286,181.844,60.8,0.224,55.929,3.3424729351501807,12,42,54,32.56666666666667,21.04047619047619,34.55,19.325,19.273800000000005,12.935685000000001,-0.21501221407949855,-0.19677790563865907,-0.20863020612520472
822,10510,134.59,44.169,0.365,93.277,3.421059035745602,7,58,65,8.571428571428571,12.08448275862069,6.7,10.85,5.78214,16.530989999999996,0.17007500327914946,0.48172757475080896,0.2791534032942303
823,12092,148.959,12.436,0.271,136.661,6.750783291407165,61,158,219,20.213114754098363,16.569620253164555,15.4,12.95,16.3086,18.60663,-0.09905447488378136,0.06581740976645249,-0.04134931525619952
824,12488,152.612,17.334,0.343,76.514,2.986246473981622,7,40,47,15.742857142857146,15.2375,13.8,13.5,16.16034,12.08319,-0.016312179376332468,-0.1443569553805724,-0.061127850977816436
825,15370,152.645,34.533,0.354,107.691,4.0724429692323705,19,63,82,15.563157894736845,15.60952380952381,10.5,10.700000000000001,19.273799999999998,16.456860000000002,0.0014873893502921,-0.07883817427385657,-0.026626557918159936
826,31,210.92,0.082,0.382,83.402,2.922751995736955,5,34,39,28.160000000000004,10.089705882352941,20.4,7.6,29.80026,8.8956,-0.4724296226806696,-0.5402298850574573,-0.49615971451254526
827,5442,164.22,39.175,0.24,81.587,4.550808764733107,28,82,110,12.914285714285715,18.335365853658537,9.200000000000001,14.1,14.084700000000002,20.756399999999996,0.17347649869266282,0.191489361702122,0.17978100074597353
828,3577,124.57,14.605,0.388,71.19,2.456213594479436,3,21,24,22.433333333333334,22.895238095238096,21.7,20.3,7.561260000000002,20.311619999999998,0.010190146023741768,0.4574468085106218,0.16672997789414978
829,15734,212.238,45.51,0.328,143.897,5.872956166367966,31,161,192,11.658064516129034,14.12049689440994,8.5,11.8,11.119499999999999,15.863819999999999,0.09552249014462462,0.17582417582416932,0.12362808013246526
